Order_ID,Expected_Delivery_Date,Actual_Delivery_Date,Delay_Days,Delivery_Status
ORD01304,2024-04-19,2024-04-18,-1.0,On-Time
ORD01305,2024-03-15,2024-03-17,2.0,Late
ORD01306,2024-06-06,2024-06-03,-3.0,On-Time
ORD01307,2024-05-02,2024-04-30,-2.0,On-Time
ORD01308,2024-04-18,2024-04-14,-4.0,On-Time
ORD01309,2024-05-21,2024-05-23,2.0,Late
ORD01310,2024-04-08,2024-04-08,0.0,On-Time
ORD01311,2024-05-28,2024-05-29,1.0,Late
ORD01312,2024-04-17,2024-04-16,-1.0,On-Time
ORD01313,2024-03-11,2024-03-10,-1.0,On-Time
ORD01314,2024-05-29,2024-05-29,0.0,On-Time
ORD01315,2024-03-18,2024-03-19,1.0,Late
ORD01316,2024-02-20,2024-02-21,1.0,Late
ORD01317,2024-01-28,2024-01-28,0.0,On-Time
ORD01318,2024-04-16,2024-04-12,-4.0,On-Time
ORD01319,2024-05-07,2024-05-06,-1.0,On-Time
ORD01320,2024-05-28,2024-05-24,-4.0,On-Time
ORD01321,2024-04-12,2024-04-08,-4.0,On-Time
ORD01322,2024-01-12,2024-01-05,-7.0,On-Time
ORD01323,2024-02-09,2024-02-10,1.0,Late
ORD01324,2024-04-13,2024-04-09,-4.0,On-Time
ORD01325,2024-04-09,2024-04-10,1.0,Late
ORD01326,2024-01-27,2024-01-28,1.0,Late
ORD01327,2024-01-30,2024-01-29,-1.0,On-Time
ORD01328,2024-01-08,2024-01-08,0.0,On-Time
ORD01329,2024-02-29,2024-02-25,-4.0,On-Time
ORD01330,2024-01-25,2024-01-26,1.0,Late
ORD01331,2024-05-25,2024-05-20,-5.0,On-Time
ORD01332,2024-03-09,2024-03-07,-2.0,On-Time
ORD01333,2024-03-09,2024-03-06,-3.0,On-Time
ORD01334,2024-01-31,2024-01-26,-5.0,On-Time
ORD01335,2024-04-08,2024-04-07,-1.0,On-Time
ORD01336,2024-01-18,2024-01-16,-2.0,On-Time
ORD01337,2024-02-26,2024-02-29,3.0,Late
ORD01338,2024-04-17,2024-04-19,2.0,Late
ORD01339,2024-01-08,2024-01-07,,On-Time
ORD01340,2024-03-14,2024-03-11,-3.0,On-Time
ORD01341,2024-04-24,2024-04-23,-1.0,On-Time
ORD01342,2024-01-06,2024-01-04,-2.0,On-Time
ORD01343,2024-05-24,2024-05-22,-2.0,On-Time
ORD01344,2024-02-22,2024-02-15,-7.0,On-Time
ORD01345,2024-03-15,2024-03-09,-6.0,On-Time
ORD01346,2024-03-26,2024-03-26,0.0,On-Time
ORD01347,2024-04-05,2024-04-05,0.0,On-Time
ORD01348,2024-02-23,2024-02-23,0.0,On-Time
ORD01349,2024-01-30,2024-01-28,-2.0,On-Time
ORD01350,2024-03-04,2024-02-28,-5.0,On-Time
ORD01351,2024-03-07,2024-03-08,1.0,Late
ORD01352,2024-02-23,2024-02-20,-3.0,On-Time
ORD01353,2024-05-23,2024-05-22,-1.0,On-Time
ORD01354,2024-03-26,2024-03-26,0.0,On-Time
ORD01355,2024-05-10,2024-05-09,,On-Time
ORD01356,2024-02-22,2024-02-22,0.0,On-Time
ORD01357,2024-03-22,2024-03-20,-2.0,On-Time
ORD01358,2024-01-21,2024-01-20,-1.0,On-Time
ORD01359,2024-05-13,2024-05-15,2.0,Late
ORD01360,2024-02-08,2024-02-07,-1.0,On-Time
ORD01361,2024-03-25,2024-03-25,0.0,On-Time
ORD01362,2024-04-02,2024-04-01,-1.0,On-Time
ORD01363,2024-03-29,2024-03-28,-1.0,On-Time
ORD01364,2024-02-05,2024-02-04,-1.0,On-Time
ORD01365,2024-01-30,2024-01-30,0.0,On-Time
ORD01366,2024-05-15,2024-05-17,2.0,Late
ORD01367,2024-02-23,2024-02-20,-3.0,On-Time
ORD01368,2024-02-10,2024-02-04,-6.0,On-Time
ORD01369,2024-04-22,2024-04-20,-2.0,On-Time
ORD01370,2024-04-15,2024-04-11,-4.0,On-Time
ORD01371,2024-03-28,2024-03-30,2.0,Late
ORD01372,2024-03-14,2024-03-13,-1.0,On-Time
ORD01373,2024-02-03,2024-02-01,-2.0,On-Time
ORD01374,2024-06-05,2024-06-01,-4.0,On-Time
ORD01375,2024-01-26,2024-01-28,2.0,Late
ORD01376,2024-04-22,2024-04-19,-3.0,On-Time
ORD01377,2024-04-21,2024-04-23,2.0,Late
ORD01378,2024-01-07,2024-01-07,0.0,On-Time
ORD01379,2024-05-06,2024-05-03,-3.0,On-Time
ORD01380,2024-02-26,2024-02-23,-3.0,On-Time
ORD01381,2024-02-09,2024-02-11,2.0,Late
ORD01382,2024-04-30,2024-05-01,1.0,Late
ORD01383,2024-02-09,2024-02-08,-1.0,On-Time
ORD01384,2024-05-01,2024-04-30,-1.0,On-Time
ORD01385,2024-02-14,2024-02-13,,On-Time
ORD01386,2024-01-12,2024-01-10,-2.0,On-Time
ORD01387,2024-05-16,2024-05-14,-2.0,On-Time
ORD01388,2024-01-28,2024-01-23,-5.0,On-Time
ORD01389,2024-02-21,2024-02-20,-1.0,On-Time
ORD01390,2024-01-21,2024-01-20,-1.0,On-Time
ORD01391,2024-03-13,2024-03-13,0.0,On-Time
ORD01392,2024-05-23,2024-05-21,-2.0,On-Time
ORD01393,2024-05-12,2024-05-09,-3.0,On-Time
ORD01394,2024-04-28,2024-04-26,-2.0,On-Time
ORD01395,2024-04-05,2024-03-31,-5.0,On-Time
ORD01396,2024-01-30,2024-01-28,-2.0,On-Time
ORD01397,2024-01-31,2024-01-27,-4.0,On-Time
ORD01398,2024-03-28,2024-03-28,0.0,On-Time
ORD01399,2024-03-04,2024-02-27,-6.0,On-Time
ORD01400,2024-03-05,2024-03-01,-4.0,On-Time
ORD01401,2024-04-10,2024-04-06,-4.0,On-Time
ORD01402,2024-02-14,2024-02-13,-1.0,On-Time
ORD01403,2024-04-07,2024-04-05,-2.0,On-Time
ORD01404,2024-03-09,2024-03-05,-4.0,On-Time
ORD01405,2024-01-12,2024-01-14,2.0,Late
ORD01406,2024-02-14,2024-02-13,-1.0,On-Time
ORD01407,2024-04-19,2024-04-15,-4.0,On-Time
ORD01408,2024-02-29,2024-02-28,-1.0,On-Time
ORD01409,2024-04-02,2024-04-04,2.0,Late
ORD01410,2024-05-02,2024-05-02,0.0,On-Time
ORD01411,2024-02-28,2024-02-23,-5.0,On-Time
ORD01412,2024-05-30,2024-05-25,-5.0,On-Time
ORD01413,2024-04-03,2024-04-01,-2.0,On-Time
ORD01414,2024-02-06,2024-02-06,0.0,On-Time
ORD01415,2024-03-13,2024-03-09,-4.0,On-Time
ORD01416,2024-01-27,2024-01-28,1.0,Late
ORD01417,2024-04-10,2024-04-05,-5.0,On-Time
ORD01418,2024-05-30,2024-05-30,0.0,On-Time
ORD01419,2024-02-26,2024-02-25,-1.0,On-Time
ORD01420,2024-04-10,2024-04-08,-2.0,On-Time
ORD01421,2024-01-13,2024-01-09,-4.0,On-Time
ORD01422,2024-04-28,2024-04-26,-2.0,On-Time
ORD01423,2024-04-05,2024-04-03,-2.0,On-Time
ORD01424,2024-03-10,2024-03-09,-1.0,On-Time
ORD01425,2024-04-18,2024-04-15,-3.0,On-Time
ORD01426,2024-05-10,2024-05-06,-4.0,On-Time
ORD01427,2024-05-07,2024-05-09,2.0,Late
ORD01428,2024-01-13,2024-01-12,-1.0,On-Time
ORD01429,2024-05-17,2024-05-14,-3.0,On-Time
ORD01430,2024-05-08,2024-05-03,-5.0,On-Time
ORD01431,2024-03-12,2024-03-05,-7.0,On-Time
ORD01432,2024-01-30,2024-01-30,0.0,On-Time
ORD01433,2024-04-11,2024-04-09,-2.0,On-Time
ORD01434,2024-01-25,2024-01-21,-4.0,On-Time
ORD01435,2024-05-06,2024-05-03,-3.0,On-Time
ORD01436,2024-05-21,2024-05-15,-6.0,On-Time
ORD01437,2024-04-04,2024-04-03,-1.0,On-Time
ORD01438,2024-01-29,2024-01-29,0.0,On-Time
ORD01439,2024-01-20,2024-01-16,-4.0,On-Time
ORD01440,2024-06-06,2024-05-30,-7.0,On-Time
ORD01441,2024-01-20,2024-01-20,0.0,On-Time
ORD01442,2024-04-16,2024-04-14,-2.0,On-Time
ORD01443,2024-02-25,2024-02-28,3.0,Late
ORD01444,2024-05-03,2024-04-29,-4.0,On-Time
ORD01445,2024-04-28,2024-04-22,-6.0,On-Time
ORD01446,2024-02-07,2024-02-04,-3.0,On-Time
ORD01447,2024-03-03,2024-03-03,0.0,On-Time
ORD01448,2024-03-11,2024-03-10,-1.0,On-Time
ORD01449,2024-01-30,2024-01-31,1.0,Late
ORD01450,2024-03-07,2024-03-07,0.0,On-Time
ORD01451,2024-06-06,2024-06-06,0.0,On-Time
ORD01452,2024-02-26,2024-02-22,-4.0,On-Time
ORD01453,2024-04-25,2024-04-23,-2.0,On-Time
ORD01454,2024-04-22,2024-04-18,-4.0,On-Time
ORD01455,2024-01-09,2024-01-05,-4.0,On-Time
ORD01456,2024-04-03,2024-04-01,-2.0,On-Time
ORD01457,2024-03-31,2024-03-25,-6.0,On-Time
ORD01458,2024-03-27,2024-03-28,1.0,Late
ORD01459,2024-05-05,2024-05-04,-1.0,On-Time
ORD01460,2024-04-26,2024-04-19,-7.0,On-Time
ORD01461,2024-01-15,2024-01-11,-4.0,On-Time
ORD01462,2024-02-25,2024-02-23,-2.0,On-Time
ORD01463,2024-01-10,2024-01-09,-1.0,On-Time
ORD01464,2024-05-05,2024-05-04,-1.0,On-Time
ORD01465,2024-03-30,2024-03-29,-1.0,On-Time
ORD01466,2024-03-05,2024-03-04,-1.0,On-Time
ORD01467,2024-05-04,2024-05-01,-3.0,On-Time
ORD01468,2024-01-21,2024-01-19,-2.0,On-Time
ORD01469,2024-01-11,2024-01-08,-3.0,On-Time
ORD01470,2024-04-15,2024-04-14,-1.0,On-Time
ORD01471,2024-01-09,2024-01-07,-2.0,On-Time
ORD01472,2024-04-03,2024-03-30,-4.0,On-Time
ORD01473,2024-01-11,2024-01-09,-2.0,On-Time
ORD01474,2024-05-29,2024-05-30,1.0,Late
ORD01475,2024-03-07,2024-03-03,-4.0,On-Time
ORD01476,2024-05-27,2024-05-24,-3.0,On-Time
ORD01477,2024-01-27,2024-01-24,-3.0,On-Time
ORD01478,2024-01-20,2024-01-18,-2.0,On-Time
ORD01479,2024-04-09,2024-04-07,-2.0,On-Time
ORD01480,2024-02-14,2024-02-11,-3.0,On-Time
ORD01481,2024-01-24,2024-01-18,-6.0,On-Time
ORD01482,2024-05-12,2024-05-11,-1.0,On-Time
ORD01483,2024-05-21,2024-05-18,-3.0,On-Time
ORD01484,2024-04-20,2024-04-18,-2.0,On-Time
ORD01485,2024-02-06,2024-02-05,-1.0,On-Time
ORD01486,2024-06-01,2024-05-30,-2.0,On-Time
ORD01487,2024-05-14,2024-05-15,1.0,Late
ORD01488,2024-05-06,2024-05-04,-2.0,On-Time
ORD01489,2024-03-26,2024-03-25,-1.0,On-Time
ORD01490,2024-04-04,2024-04-04,0.0,On-Time
ORD01491,2024-02-23,2024-02-18,-5.0,On-Time
ORD01492,2024-03-31,2024-03-28,-3.0,On-Time
ORD01493,2024-05-11,2024-05-11,0.0,On-Time
ORD01494,2024-04-28,2024-04-27,-1.0,On-Time
ORD01495,2024-03-31,2024-03-27,-4.0,On-Time
ORD01496,2024-03-31,2024-03-27,-4.0,On-Time
ORD01497,2024-01-30,2024-01-31,1.0,Late
ORD01498,2024-05-17,2024-05-17,0.0,On-Time
ORD01499,2024-03-10,2024-03-10,0.0,On-Time
ORD01500,2024-04-05,2024-04-06,1.0,Late
ORD01501,2024-05-27,2024-05-29,2.0,Late
ORD01502,2024-04-14,2024-04-14,0.0,On-Time
ORD01503,2024-01-21,2024-01-16,,On-Time
ORD01504,2024-05-08,2024-05-03,-5.0,On-Time
ORD01505,2024-01-17,2024-01-17,0.0,On-Time
ORD01506,2024-03-26,2024-03-26,0.0,On-Time
ORD01507,2024-05-28,2024-05-27,-1.0,On-Time
ORD01508,2024-03-19,2024-03-17,-2.0,On-Time
ORD01509,2024-05-10,2024-05-06,-4.0,On-Time
ORD01510,2024-05-23,2024-05-23,0.0,On-Time
ORD01511,2024-03-26,2024-03-22,-4.0,On-Time
ORD01512,2024-05-05,2024-05-01,-4.0,On-Time
ORD01513,2024-03-07,2024-03-08,,Late
ORD01514,2024-04-09,2024-04-10,1.0,Late
ORD01515,2024-04-01,2024-03-27,-5.0,On-Time
ORD01516,2024-01-31,2024-01-29,-2.0,On-Time
ORD01517,2024-03-30,2024-03-26,-4.0,On-Time
ORD01518,2024-06-03,2024-06-02,-1.0,On-Time
ORD01519,2024-02-07,2024-02-04,-3.0,On-Time
ORD01520,2024-05-10,2024-05-09,-1.0,On-Time
ORD01521,2024-04-16,2024-04-12,-4.0,On-Time
ORD01522,2024-03-27,2024-03-25,-2.0,On-Time
ORD01523,2024-05-26,2024-05-27,1.0,Late
ORD01524,2024-05-30,2024-06-03,4.0,Late
ORD01525,2024-05-26,2024-05-26,0.0,On-Time
ORD01526,2024-01-21,2024-01-22,1.0,Late
ORD01527,2024-01-13,2024-01-09,-4.0,On-Time
ORD01528,2024-05-22,2024-05-22,0.0,On-Time
ORD01529,2024-02-28,2024-02-25,-3.0,On-Time
ORD01530,2024-03-14,2024-03-15,1.0,Late
ORD01531,2024-06-04,2024-06-05,1.0,Late
ORD01532,2024-04-13,2024-04-09,-4.0,On-Time
ORD01533,2024-02-02,2024-01-27,-6.0,On-Time
ORD01534,2024-03-20,2024-03-23,3.0,Late
ORD01535,2024-05-15,2024-05-16,1.0,Late
ORD01536,2024-03-31,2024-03-31,,On-Time
ORD01537,2024-01-12,2024-01-13,1.0,Late
ORD01538,2024-06-01,2024-06-04,3.0,Late
ORD01539,2024-01-31,2024-01-31,0.0,On-Time
ORD01540,2024-06-01,2024-06-02,1.0,Late
ORD01541,2024-01-13,2024-01-12,-1.0,On-Time
ORD01542,2024-01-28,2024-01-22,-6.0,On-Time
ORD01543,2024-03-13,2024-03-11,-2.0,On-Time
ORD01544,2024-03-29,2024-03-24,-5.0,On-Time
ORD01545,2024-01-11,2024-01-13,2.0,Late
ORD01546,2024-02-24,2024-02-18,-6.0,On-Time
ORD01547,2024-03-04,2024-02-28,-5.0,On-Time
ORD01548,2024-03-10,2024-03-10,0.0,On-Time
ORD01549,2024-05-16,2024-05-14,,On-Time
ORD01550,2024-04-26,2024-04-21,-5.0,On-Time
ORD01551,2024-04-26,2024-04-21,-5.0,On-Time
ORD01552,2024-05-05,2024-05-03,-2.0,On-Time
ORD01553,2024-03-20,2024-03-17,-3.0,On-Time
ORD01554,2024-01-11,2024-01-09,-2.0,On-Time
ORD01555,2024-03-29,2024-03-27,-2.0,On-Time
ORD01556,2024-02-22,2024-02-19,-3.0,On-Time
ORD01557,2024-01-14,2024-01-18,4.0,Late
ORD01558,2024-03-07,2024-03-07,0.0,On-Time
ORD01559,2024-01-18,2024-01-18,0.0,On-Time
ORD01560,2024-02-16,2024-02-13,-3.0,On-Time
ORD01561,2024-03-20,2024-03-19,-1.0,On-Time
ORD01562,2024-01-20,2024-01-16,-4.0,On-Time
ORD01563,2024-03-29,2024-03-26,-3.0,On-Time
ORD01564,2024-04-16,2024-04-14,-2.0,On-Time
ORD01565,2024-04-19,2024-04-18,-1.0,On-Time
ORD01566,2024-05-13,2024-05-09,-4.0,On-Time
ORD01567,2024-03-01,2024-02-27,-3.0,On-Time
ORD01568,2024-04-17,2024-04-16,-1.0,On-Time
ORD01569,2024-02-28,2024-03-01,,Late
ORD01570,2024-04-02,2024-04-01,-1.0,On-Time
ORD01571,2024-05-26,2024-05-22,-4.0,On-Time
ORD01572,2024-03-19,2024-03-16,-3.0,On-Time
ORD01573,2024-01-21,2024-01-19,-2.0,On-Time
ORD01574,2024-06-04,2024-06-02,-2.0,On-Time
ORD01575,2024-04-05,2024-04-06,1.0,Late
ORD01576,2024-03-14,2024-03-12,-2.0,On-Time
ORD01577,2024-05-28,2024-05-29,1.0,Late
ORD01578,2024-01-20,2024-01-16,-4.0,On-Time
ORD01579,2024-04-18,2024-04-18,0.0,On-Time
ORD01580,2024-02-09,2024-02-02,-7.0,On-Time
ORD01581,2024-01-08,2024-01-09,1.0,Late
ORD01582,2024-03-13,2024-03-13,0.0,On-Time
ORD01583,2024-04-15,2024-04-15,0.0,On-Time
ORD01584,2024-02-28,2024-02-28,0.0,On-Time
ORD01585,2024-06-01,2024-05-30,-2.0,On-Time
ORD01586,2024-03-19,2024-03-21,,Late
ORD01587,2024-05-14,2024-05-10,-4.0,On-Time
ORD01588,2024-04-15,2024-04-15,0.0,On-Time
ORD01589,2024-03-12,2024-03-10,-2.0,On-Time
ORD01590,2024-05-07,2024-05-06,-1.0,On-Time
ORD01591,2024-01-31,2024-01-29,-2.0,On-Time
ORD01592,2024-03-12,2024-03-09,-3.0,On-Time
ORD01593,2024-02-20,2024-02-18,-2.0,On-Time
ORD01594,2024-01-13,2024-01-13,0.0,On-Time
ORD01595,2024-02-11,2024-02-10,,On-Time
ORD01596,2024-03-16,2024-03-10,-6.0,On-Time
ORD01597,2024-04-04,2024-03-29,-6.0,On-Time
ORD01598,2024-03-16,2024-03-13,-3.0,On-Time
ORD01599,2024-02-19,2024-02-14,-5.0,On-Time
ORD01600,2024-02-14,2024-02-11,-3.0,On-Time
ORD01601,2024-02-18,2024-02-19,1.0,Late
ORD01602,2024-03-13,2024-03-08,-5.0,On-Time
ORD01603,2024-02-25,2024-02-26,1.0,Late
ORD01604,2024-01-09,2024-01-09,0.0,On-Time
ORD01605,2024-05-08,2024-05-11,3.0,Late
ORD01606,2024-04-16,2024-04-10,-6.0,On-Time
ORD01607,2024-02-03,2024-02-03,0.0,On-Time
ORD01608,2024-02-12,2024-02-13,1.0,Late
ORD01609,2024-05-05,2024-04-30,-5.0,On-Time
ORD01610,2024-02-01,2024-02-02,1.0,Late
ORD01611,2024-05-14,2024-05-11,-3.0,On-Time
ORD01612,2024-01-08,2024-01-07,-1.0,On-Time
ORD01613,2024-01-16,2024-01-14,-2.0,On-Time
ORD01614,2024-05-20,2024-05-17,-3.0,On-Time
ORD01615,2024-03-11,2024-03-10,-1.0,On-Time
ORD01616,2024-01-28,2024-01-27,-1.0,On-Time
ORD01617,2024-01-27,2024-01-22,-5.0,On-Time
ORD01618,2024-05-30,2024-05-26,-4.0,On-Time
ORD01619,2024-02-11,2024-02-07,-4.0,On-Time
ORD01620,2024-01-07,2024-01-05,-2.0,On-Time
ORD01621,2024-03-29,2024-03-28,-1.0,On-Time
ORD01622,2024-01-09,2024-01-04,-5.0,On-Time
ORD01623,2024-06-03,2024-05-29,-5.0,On-Time
ORD01624,2024-05-24,2024-05-22,-2.0,On-Time
ORD01625,2024-02-11,2024-02-11,0.0,On-Time
ORD01626,2024-01-15,2024-01-09,-6.0,On-Time
ORD01627,2024-01-29,2024-01-24,-5.0,On-Time
ORD01628,2024-03-25,2024-03-24,-1.0,On-Time
ORD01629,2024-04-27,2024-04-25,-2.0,On-Time
ORD01630,2024-03-10,2024-03-07,-3.0,On-Time
ORD01631,2024-05-24,2024-05-22,-2.0,On-Time
ORD01632,2024-05-10,2024-05-08,-2.0,On-Time
ORD01633,2024-03-10,2024-03-05,-5.0,On-Time
ORD01634,2024-05-25,2024-05-24,-1.0,On-Time
ORD01635,2024-02-16,2024-02-12,-4.0,On-Time
ORD01636,2024-01-27,2024-01-21,-6.0,On-Time
ORD01637,2024-04-25,2024-04-25,0.0,On-Time
ORD01638,2024-01-27,2024-01-28,1.0,Late
ORD01639,2024-01-29,2024-01-30,1.0,Late
ORD01640,2024-02-12,2024-02-08,-4.0,On-Time
ORD01641,2024-05-11,2024-05-10,-1.0,On-Time
ORD01642,2024-03-17,2024-03-15,-2.0,On-Time
ORD01643,2024-04-25,2024-04-25,0.0,On-Time
ORD01644,2024-03-04,2024-02-29,-4.0,On-Time
ORD01645,2024-03-29,2024-03-28,-1.0,On-Time
ORD01646,2024-05-02,2024-04-30,-2.0,On-Time
ORD01647,2024-03-16,2024-03-11,-5.0,On-Time
ORD01648,2024-04-09,2024-04-10,1.0,Late
ORD01649,2024-02-08,2024-02-09,1.0,Late
ORD01650,2024-02-08,2024-02-08,0.0,On-Time
ORD01651,2024-05-08,2024-05-04,-4.0,On-Time
ORD01652,2024-02-20,2024-02-20,0.0,On-Time
ORD01653,2024-04-16,2024-04-11,-5.0,On-Time
ORD01654,2024-04-09,2024-04-09,0.0,On-Time
ORD01655,2024-04-04,2024-03-31,-4.0,On-Time
ORD01656,2024-03-07,2024-03-06,-1.0,On-Time
ORD01657,2024-02-22,2024-02-19,-3.0,On-Time
ORD01658,2024-03-12,2024-03-10,-2.0,On-Time
ORD01659,2024-02-13,2024-02-13,0.0,On-Time
ORD01660,2024-04-30,2024-04-25,-5.0,On-Time
ORD01661,2024-03-04,2024-03-04,0.0,On-Time
ORD01662,2024-03-06,2024-03-02,-4.0,On-Time
ORD01663,2024-02-21,2024-02-19,,On-Time
ORD01664,2024-03-03,2024-03-02,-1.0,On-Time
ORD01665,2024-05-07,2024-05-09,2.0,Late
ORD01666,2024-05-06,2024-05-05,-1.0,On-Time
ORD01667,2024-03-07,2024-03-04,-3.0,On-Time
ORD01668,2024-01-10,2024-01-07,-3.0,On-Time
ORD01669,2024-04-24,2024-04-23,-1.0,On-Time
ORD01670,2024-06-02,2024-05-28,-5.0,On-Time
ORD01671,2024-05-17,2024-05-17,0.0,On-Time
ORD01672,2024-01-19,2024-01-14,-5.0,On-Time
ORD01673,2024-02-21,2024-02-21,0.0,On-Time
ORD01674,2024-02-27,2024-02-23,-4.0,On-Time
ORD01675,2024-02-27,2024-02-28,1.0,Late
ORD01676,2024-02-04,2024-01-31,-4.0,On-Time
ORD01677,2024-04-13,2024-04-09,-4.0,On-Time
ORD01678,2024-02-07,2024-02-07,0.0,On-Time
ORD01679,2024-03-29,2024-03-25,-4.0,On-Time
ORD01680,2024-02-07,2024-02-04,-3.0,On-Time
ORD01681,2024-05-20,2024-05-18,-2.0,On-Time
ORD01682,2024-03-12,2024-03-11,-1.0,On-Time
ORD01683,2024-05-30,2024-05-28,-2.0,On-Time
ORD01684,2024-01-14,2024-01-13,-1.0,On-Time
ORD01685,2024-01-25,2024-01-21,-4.0,On-Time
ORD01686,2024-04-09,2024-04-09,0.0,On-Time
ORD01687,2024-03-19,2024-03-16,-3.0,On-Time
ORD01688,2024-04-20,2024-04-22,2.0,Late
ORD01689,2024-02-02,2024-02-03,1.0,Late
ORD01690,2024-05-27,2024-05-24,-3.0,On-Time
ORD01691,2024-06-01,2024-06-04,3.0,Late
ORD01692,2024-01-14,2024-01-15,1.0,Late
ORD01693,2024-03-22,2024-03-21,,On-Time
ORD01694,2024-01-15,2024-01-14,-1.0,On-Time
ORD01695,2024-04-29,2024-04-30,1.0,Late
ORD01696,2024-05-08,2024-05-04,-4.0,On-Time
ORD01697,2024-04-27,2024-04-27,,On-Time
ORD01698,2024-01-13,2024-01-09,-4.0,On-Time
ORD01699,2024-02-08,2024-02-02,-6.0,On-Time
ORD01700,2024-02-07,2024-02-06,-1.0,On-Time
ORD01701,2024-04-18,2024-04-13,-5.0,On-Time
ORD01702,2024-04-05,2024-04-02,-3.0,On-Time
ORD01703,2024-05-07,2024-05-06,-1.0,On-Time
ORD01704,2024-02-02,2024-01-27,-6.0,On-Time
ORD01705,2024-04-06,2024-04-03,-3.0,On-Time
ORD01706,2024-02-01,2024-01-29,-3.0,On-Time
ORD01707,2024-03-05,2024-03-09,4.0,Late
ORD01708,2024-03-02,2024-02-28,-3.0,On-Time
ORD01709,2024-03-04,2024-03-03,-1.0,On-Time
ORD01710,2024-02-05,2024-02-07,2.0,Late
ORD01711,2024-05-23,2024-05-20,-3.0,On-Time
ORD01712,2024-05-31,2024-05-29,-2.0,On-Time
ORD01713,2024-04-25,2024-04-27,2.0,Late
ORD01714,2024-02-06,2024-02-08,2.0,Late
ORD01715,2024-04-05,2024-04-03,-2.0,On-Time
ORD01716,2024-04-28,2024-04-23,-5.0,On-Time
ORD01717,2024-01-12,2024-01-11,-1.0,On-Time
ORD01718,2024-03-23,2024-03-22,-1.0,On-Time
ORD01719,2024-04-04,2024-04-03,-1.0,On-Time
ORD01720,2024-01-16,2024-01-14,-2.0,On-Time
ORD01721,2024-05-19,2024-05-19,0.0,On-Time
ORD01722,2024-02-27,2024-02-27,0.0,On-Time
ORD01723,2024-02-01,2024-01-28,-4.0,On-Time
ORD01724,2024-04-01,2024-03-27,-5.0,On-Time
ORD01725,2024-05-17,2024-05-11,-6.0,On-Time
ORD01726,2024-01-25,2024-01-24,-1.0,On-Time
ORD01727,2024-01-10,2024-01-10,0.0,On-Time
ORD01728,2024-01-08,2024-01-08,0.0,On-Time
ORD01729,2024-02-03,2024-02-02,-1.0,On-Time
ORD01730,2024-06-06,2024-06-02,-4.0,On-Time
ORD01731,2024-06-03,2024-05-31,-3.0,On-Time
ORD01732,2024-01-20,2024-01-19,-1.0,On-Time
ORD01733,2024-04-22,2024-04-23,1.0,Late
ORD01734,2024-04-25,2024-04-22,-3.0,On-Time
ORD01735,2024-04-03,2024-04-05,2.0,Late
ORD01736,2024-01-23,2024-01-22,-1.0,On-Time
ORD01737,2024-06-04,2024-06-02,-2.0,On-Time
ORD01738,2024-06-04,2024-05-31,-4.0,On-Time
ORD01739,2024-01-07,2024-01-09,2.0,Late
ORD01740,2024-02-17,2024-02-14,-3.0,On-Time
ORD01741,2024-04-22,2024-04-21,-1.0,On-Time
ORD01742,2024-05-14,2024-05-12,-2.0,On-Time
ORD01743,2024-02-21,2024-02-20,-1.0,On-Time
ORD01744,2024-04-18,2024-04-12,-6.0,On-Time
ORD01745,2024-01-13,2024-01-10,-3.0,On-Time
ORD01746,2024-02-13,2024-02-15,2.0,Late
ORD01747,2024-01-30,2024-01-31,1.0,Late
ORD01748,2024-05-10,2024-05-05,-5.0,On-Time
ORD01749,2024-01-31,2024-02-01,1.0,Late
ORD01750,2024-05-21,2024-05-22,1.0,Late
ORD01751,2024-03-01,2024-02-25,-5.0,On-Time
ORD01752,2024-01-18,2024-01-18,0.0,On-Time
ORD01753,2024-03-26,2024-03-21,-5.0,On-Time
ORD01754,2024-04-25,2024-04-28,3.0,Late
ORD01755,2024-01-18,2024-01-17,-1.0,On-Time
ORD01756,2024-01-19,2024-01-19,0.0,On-Time
ORD01757,2024-05-05,2024-05-05,,On-Time
ORD01758,2024-05-18,2024-05-17,-1.0,On-Time
ORD01759,2024-05-28,2024-05-25,-3.0,On-Time
ORD01760,2024-02-16,2024-02-12,,On-Time
ORD01761,2024-02-21,2024-02-16,-5.0,On-Time
ORD01762,2024-05-10,2024-05-09,-1.0,On-Time
ORD01763,2024-04-10,2024-04-07,-3.0,On-Time
ORD01764,2024-03-20,2024-03-17,-3.0,On-Time
ORD01765,2024-04-14,2024-04-15,,Late
ORD01766,2024-01-28,2024-01-27,-1.0,On-Time
ORD01767,2024-03-10,2024-03-07,-3.0,On-Time
ORD01768,2024-05-03,2024-05-06,3.0,Late
ORD01769,2024-01-11,2024-01-08,-3.0,On-Time
ORD01770,2024-01-14,2024-01-11,-3.0,On-Time
ORD01771,2024-02-28,2024-02-22,-6.0,On-Time
ORD01772,2024-05-07,2024-05-08,1.0,Late
ORD01773,2024-03-10,2024-03-12,2.0,Late
ORD01774,2024-04-06,2024-04-03,-3.0,On-Time
ORD01775,2024-06-02,2024-05-30,-3.0,On-Time
ORD01776,2024-03-14,2024-03-13,-1.0,On-Time
ORD01777,2024-02-22,2024-02-21,-1.0,On-Time
ORD01778,2024-01-20,2024-01-18,-2.0,On-Time
ORD01779,2024-03-11,2024-03-09,-2.0,On-Time
ORD01780,2024-02-22,2024-02-22,,On-Time
