Shipment_ID,Order_ID,Ship_Date,Delivery_Date,Shipping_Mode,Carrier,Warehouse_ID
SHP01321,ORD01321,2024-04-06,2024-04-08,Express,Delhivery,WH00010
SHP01322,ORD01322,2024-01-06,2024-01-05,Express,BlueDart,WH00008
SHP01323,ORD01323,2024-02-06,2024-02-10,Express,IndiaPost,WH00001
SHP01324,ORD01324,2024-04-07,2024-04-09,Road,BlueDart,WH00011
SHP01325,ORD01325,2024-04-04,2024-04-10,Express,EcomExpress,WH00002
SHP01326,ORD01326,2024-01-24,2024-01-28,Express,BlueDart,WH00007
SHP01327,ORD01327,2024-01-24,2024-01-29,Road,IndiaPost,WH00005
SHP01328,ORD01328,2024-01-04,2024-01-08,Express,IndiaPost,WH00012
SHP01329,ORD01329,2024-02-25,2024-02-25,Air,BlueDart,WH00006
SHP01330,ORD01330,2024-01-21,2024-01-26,Standard,IndiaPost,WH00011
SHP01331,ORD01331,2024-05-21,2024-05-20,Standard,Delhivery,WH00005
SHP01332,ORD01332,2024-03-05,2024-03-07,Air,Delhivery,WH00009
SHP01333,ORD01333,2024-03-06,2024-03-06,Air,BlueDart,WH00009
SHP01334,ORD01334,2024-01-25,2024-01-26,Road,Delhivery,WH00010
SHP01335,ORD01335,2024-04-05,2024-04-07,Express,EcomExpress,WH00010
SHP01336,ORD01336,2024-01-15,2024-01-16,Express,IndiaPost,WH00006
SHP01337,ORD01337,2024-02-23,2024-02-29,Air,IndiaPost,WH00002
SHP01338,ORD01338,2024-04-14,2024-04-19,Standard,IndiaPost,WH00004
SHP01339,ORD01339,2024-01-05,2024-01-07,Standard,EcomExpress,WH00005
SHP01340,ORD01340,2024-03-09,2024-03-11,Road,IndiaPost,WH00008
SHP01341,ORD01341,2024-04-19,2024-04-23,Standard,IndiaPost,WH00012
SHP01342,ORD01342,2024-01-03,2024-01-04,Standard,BlueDart,WH00007
SHP01343,ORD01343,2024-05-19,2024-05-22,Air,BlueDart,WH00006
SHP01344,ORD01344,2024-02-16,2024-02-15,Standard,BlueDart,WH00005
SHP01345,ORD01345,2024-03-09,2024-03-09,Standard,BlueDart,WH00004
SHP01346,ORD01346,2024-03-20,2024-03-26,Standard,BlueDart,WH00009
SHP01347,ORD01347,2024-04-02,2024-04-05,Air,Delhivery,WH00008
SHP01348,ORD01348,2024-02-19,2024-02-23,Express,BlueDart,WH00006
SHP01349,ORD01349,2024-01-26,2024-01-28,Standard,Delhivery,WH00001
SHP01350,ORD01350,2024-02-27,2024-02-28,Air,EcomExpress,WH00006
SHP01351,ORD01351,2024-03-01,2024-03-08,Standard,IndiaPost,WH00008
SHP01352,ORD01352,2024-02-19,2024-02-20,Express,Delhivery,WH00006
SHP01353,ORD01353,2024-05-20,2024-05-22,Road,EcomExpress,WH00003
SHP01354,ORD01354,2024-03-22,2024-03-26,Standard,IndiaPost,WH00009
SHP01355,ORD01355,2024-05-06,2024-05-09,Air,Delhivery,WH00004
SHP01356,ORD01356,2024-02-19,2024-02-22,Air,IndiaPost,WH00006
SHP01357,ORD01357,2024-03-17,2024-03-20,Standard,EcomExpress,WH00002
SHP01358,ORD01358,2024-01-15,2024-01-20,Express,Delhivery,WH00004
SHP01359,ORD01359,2024-05-10,2024-05-15,Standard,Delhivery,WH00008
SHP01360,ORD01360,2024-02-03,2024-02-07,Express,EcomExpress,WH00002
SHP01361,ORD01361,2024-03-22,2024-03-25,Express,EcomExpress,WH00006
SHP01362,ORD01362,2024-03-28,2024-04-01,Standard,EcomExpress,WH00006
SHP01363,ORD01363,2024-03-23,2024-03-28,Air,IndiaPost,WH00008
SHP01364,ORD01364,2024-01-30,2024-02-04,Express,EcomExpress,WH00006
SHP01365,ORD01365,2024-01-26,2024-01-30,Air,IndiaPost,WH00007
SHP01366,ORD01366,2024-05-10,2024-05-17,Express,Delhivery,WH00005
SHP01367,ORD01367,2024-02-18,2024-02-20,Air,EcomExpress,WH00002
SHP01368,ORD01368,2024-02-04,2024-02-04,Standard,IndiaPost,WH00010
SHP01369,ORD01369,2024-04-18,2024-04-20,Standard,Delhivery,WH00010
SHP01370,ORD01370,2024-04-09,2024-04-11,Air,IndiaPost,WH00006
SHP01371,ORD01371,2024-03-25,2024-03-30,Standard,IndiaPost,WH00012
SHP01372,ORD01372,2024-03-11,2024-03-13,Air,Delhivery,WH00005
SHP01373,ORD01373,2024-01-31,2024-02-01,Air,Delhivery,WH00010
SHP01374,ORD01374,2024-05-31,2024-06-01,Air,IndiaPost,WH00008
SHP01375,ORD01375,2024-01-22,2024-01-28,Express,IndiaPost,WH00008
SHP01376,ORD01376,2024-04-18,2024-04-19,Air,BlueDart,WH00008
SHP01377,ORD01377,2024-04-17,2024-04-23,Standard,Delhivery,WH00004
SHP01378,ORD01378,2024-01-03,2024-01-07,Road,Delhivery,WH00008
SHP01379,ORD01379,2024-05-01,2024-05-03,Air,IndiaPost,WH00005
SHP01380,ORD01380,2024-02-23,2024-02-23,Road,IndiaPost,WH00011
SHP01381,ORD01381,2024-02-06,2024-02-11,Road,IndiaPost,WH00009
SHP01382,ORD01382,2024-04-26,2024-05-01,Air,Delhivery,WH00005
SHP01383,ORD01383,2024-02-05,2024-02-08,Standard,Delhivery,WH00004
SHP01384,ORD01384,2024-04-25,2024-04-30,Express,Delhivery,WH00006
SHP01385,ORD01385,2024-02-11,2024-02-13,Road,EcomExpress,WH00006
SHP01386,ORD01386,2024-01-08,2024-01-10,Standard,BlueDart,WH00010
SHP01387,ORD01387,2024-05-12,2024-05-14,Standard,EcomExpress,WH00004
SHP01388,ORD01388,2024-01-22,2024-01-23,Air,BlueDart,WH00008
SHP01389,ORD01389,2024-02-16,2024-02-20,Standard,IndiaPost,WH00002
SHP01390,ORD01390,2024-01-15,2024-01-20,Road,Delhivery,WH00003
SHP01391,ORD01391,2024-03-07,2024-03-13,Standard,BlueDart,WH00003
SHP01392,ORD01392,2024-05-20,2024-05-21,Air,EcomExpress,WH00006
SHP01393,ORD01393,2024-05-06,2024-05-09,Express,Delhivery,WH00004
SHP01394,ORD01394,2024-04-22,2024-04-26,Road,EcomExpress,WH00008
SHP01395,ORD01395,2024-03-30,2024-03-31,Road,EcomExpress,WH00005
SHP01396,ORD01396,2024-01-25,2024-01-28,Express,EcomExpress,WH00009
SHP01397,ORD01397,2024-01-27,2024-01-27,Road,BlueDart,WH00005
SHP01398,ORD01398,2024-03-22,2024-03-28,Air,BlueDart,WH00005
SHP01399,ORD01399,2024-02-28,2024-02-27,Air,Delhivery,WH00010
SHP01400,ORD01400,2024-02-28,2024-03-01,Air,Delhivery,WH00004
SHP01401,ORD01401,2024-04-06,2024-04-06,Standard,EcomExpress,WH00001
SHP01402,ORD01402,2024-02-09,2024-02-13,Air,IndiaPost,WH00007
SHP01403,ORD01403,2024-04-02,2024-04-05,Road,EcomExpress,WH00003
SHP01404,ORD01404,2024-03-04,2024-03-05,Road,EcomExpress,WH00007
SHP01405,ORD01405,2024-01-08,2024-01-14,Express,EcomExpress,WH00006
SHP01406,ORD01406,2024-02-11,2024-02-13,Express,Delhivery,WH00006
SHP01407,ORD01407,2024-04-15,2024-04-15,Standard,IndiaPost,WH00011
SHP01408,ORD01408,2024-02-23,2024-02-28,Standard,EcomExpress,WH00010
SHP01409,ORD01409,2024-03-29,2024-04-04,Express,BlueDart,WH00001
SHP01410,ORD01410,2024-04-29,2024-05-02,Standard,Delhivery,WH00008
SHP01411,ORD01411,2024-02-22,2024-02-23,Air,IndiaPost,WH00009
SHP01412,ORD01412,2024-05-26,2024-05-25,Express,EcomExpress,WH00006
SHP01413,ORD01413,2024-03-30,2024-04-01,Road,Delhivery,WH00003
SHP01414,ORD01414,2024-02-02,2024-02-06,Road,IndiaPost,WH00006
SHP01415,ORD01415,2024-03-07,2024-03-09,Express,BlueDart,WH00007
SHP01416,ORD01416,2024-01-21,2024-01-28,Air,BlueDart,WH00006
SHP01417,ORD01417,2024-04-04,2024-04-05,Road,EcomExpress,WH00007
SHP01418,ORD01418,2024-05-26,2024-05-30,Express,BlueDart,WH00008
SHP01419,ORD01419,2024-02-23,2024-02-25,Road,EcomExpress,WH00004
SHP01420,ORD01420,2024-04-05,2024-04-08,Standard,BlueDart,WH00010
SHP01421,ORD01421,2024-01-09,2024-01-09,Air,BlueDart,WH00001
SHP01422,ORD01422,2024-04-24,2024-04-26,Express,BlueDart,WH00008
SHP01423,ORD01423,2024-04-01,2024-04-03,Standard,Delhivery,WH00004
SHP01424,ORD01424,2024-03-04,2024-03-09,Standard,BlueDart,WH00008
SHP01425,ORD01425,2024-04-14,2024-04-15,Air,EcomExpress,WH00012
SHP01426,ORD01426,2024-05-05,2024-05-06,Express,Delhivery,WH00005
SHP01427,ORD01427,2024-05-03,2024-05-09,Road,IndiaPost,WH00011
SHP01428,ORD01428,2024-01-07,2024-01-12,Standard,EcomExpress,WH00011
SHP01429,ORD01429,2024-05-13,2024-05-14,Standard,BlueDart,WH00004
SHP01430,ORD01430,2024-05-02,2024-05-03,Road,Delhivery,WH00007
SHP01431,ORD01431,2024-03-06,2024-03-05,Air,EcomExpress,WH00003
SHP01432,ORD01432,2024-01-27,2024-01-30,Road,IndiaPost,WH00003
SHP01433,ORD01433,2024-04-08,2024-04-09,Road,IndiaPost,WH00005
SHP01434,ORD01434,2024-01-20,2024-01-21,Road,EcomExpress,WH00007
SHP01435,ORD01435,2024-05-02,2024-05-03,Road,IndiaPost,WH00006
SHP01436,ORD01436,2024-05-16,2024-05-15,Air,Delhivery,WH00002
SHP01437,ORD01437,2024-03-30,2024-04-03,Standard,BlueDart,WH00012
SHP01438,ORD01438,2024-01-26,2024-01-29,Air,EcomExpress,WH00011
SHP01439,ORD01439,2024-01-15,2024-01-16,Express,EcomExpress,WH00011
SHP01440,ORD01440,2024-05-31,2024-05-30,Road,Delhivery,WH00008
SHP01441,ORD01441,2024-01-15,2024-01-20,Standard,IndiaPost,WH00001
SHP01442,ORD01442,2024-04-12,2024-04-14,Air,Delhivery,WH00002
SHP01443,ORD01443,2024-02-22,2024-02-28,Express,IndiaPost,WH00012
SHP01444,ORD01444,2024-04-29,2024-04-29,Standard,BlueDart,WH00002
SHP01445,ORD01445,2024-04-22,2024-04-22,Standard,Delhivery,WH00012
SHP01446,ORD01446,2024-02-02,2024-02-04,Road,BlueDart,WH00011
SHP01447,ORD01447,2024-02-29,2024-03-03,Standard,IndiaPost,WH00009
SHP01448,ORD01448,2024-03-05,2024-03-10,Air,EcomExpress,WH00005
SHP01449,ORD01449,2024-01-27,2024-01-31,Road,BlueDart,WH00006
SHP01450,ORD01450,2024-03-03,2024-03-07,Air,Delhivery,WH00003
SHP01451,ORD01451,2024-06-01,2024-06-06,Air,IndiaPost,WH00007
SHP01452,ORD01452,2024-02-21,2024-02-22,Standard,Delhivery,WH00001
SHP01453,ORD01453,2024-04-19,2024-04-23,Express,EcomExpress,WH00006
SHP01454,ORD01454,2024-04-19,2024-04-18,Standard,Delhivery,WH00005
SHP01455,ORD01455,2024-01-03,2024-01-05,Express,IndiaPost,WH00012
SHP01456,ORD01456,2024-03-28,2024-04-01,Express,EcomExpress,WH00007
SHP01457,ORD01457,2024-03-25,2024-03-25,Air,IndiaPost,WH00006
SHP01458,ORD01458,2024-03-21,2024-03-28,Road,IndiaPost,WH00008
SHP01459,ORD01459,2024-05-02,2024-05-04,Express,EcomExpress,WH00012
SHP01460,ORD01460,2024-04-20,2024-04-19,Air,IndiaPost,WH00004
SHP01461,ORD01461,2024-01-10,2024-01-11,Air,Delhivery,WH00003
SHP01462,ORD01462,2024-02-19,2024-02-23,Standard,BlueDart,WH00012
SHP01463,ORD01463,2024-01-07,2024-01-09,Express,IndiaPost,WH00001
SHP01464,ORD01464,2024-04-29,2024-05-04,Road,EcomExpress,WH00010
SHP01465,ORD01465,2024-03-26,2024-03-29,Standard,Delhivery,WH00007
SHP01466,ORD01466,2024-03-01,2024-03-04,Standard,IndiaPost,WH00009
SHP01467,ORD01467,2024-04-30,2024-05-01,Air,BlueDart,WH00010
SHP01468,ORD01468,2024-01-16,2024-01-19,Standard,BlueDart,WH00011
SHP01469,ORD01469,2024-01-06,2024-01-08,Standard,BlueDart,WH00011
SHP01470,ORD01470,2024-04-09,2024-04-14,Standard,EcomExpress,WH00009
SHP01471,ORD01471,2024-01-04,2024-01-07,Standard,IndiaPost,WH00008
SHP01472,ORD01472,2024-03-30,2024-03-30,Road,BlueDart,WH00009
SHP01473,ORD01473,2024-01-06,2024-01-09,Air,BlueDart,WH00009
SHP01474,ORD01474,2024-05-26,2024-05-30,Road,IndiaPost,WH00006
SHP01475,ORD01475,2024-03-04,2024-03-03,Standard,EcomExpress,WH00004
SHP01476,ORD01476,2024-05-23,2024-05-24,Air,BlueDart,WH00010
SHP01477,ORD01477,2024-01-23,2024-01-24,Standard,EcomExpress,WH00008
SHP01478,ORD01478,2024-01-15,2024-01-18,Standard,EcomExpress,WH00005
SHP01479,ORD01479,2024-04-04,2024-04-07,Standard,BlueDart,WH00007
SHP01480,ORD01480,2024-02-09,2024-02-11,Air,EcomExpress,WH00009
SHP01481,ORD01481,2024-01-19,2024-01-18,Road,IndiaPost,WH00011
SHP01482,ORD01482,2024-05-06,2024-05-11,Air,BlueDart,WH00010
SHP01483,ORD01483,2024-05-17,2024-05-18,Road,Delhivery,WH00011
SHP01484,ORD01484,2024-04-14,2024-04-18,Express,IndiaPost,WH00010
SHP01485,ORD01485,2024-02-01,2024-02-05,Standard,EcomExpress,WH00001
SHP01486,ORD01486,2024-05-26,2024-05-30,Express,IndiaPost,WH00001
SHP01487,ORD01487,2024-05-09,2024-05-15,Express,BlueDart,WH00010
SHP01488,ORD01488,2024-04-30,2024-05-04,Air,BlueDart,WH00009
SHP01489,ORD01489,2024-03-20,2024-03-25,Road,BlueDart,WH00012
SHP01490,ORD01490,2024-04-01,2024-04-04,Air,BlueDart,WH00008
SHP01491,ORD01491,2024-02-17,2024-02-18,Standard,BlueDart,WH00010
SHP01492,ORD01492,2024-03-26,2024-03-28,Road,BlueDart,WH00002
SHP01493,ORD01493,2024-05-07,2024-05-11,Express,IndiaPost,WH00006
SHP01494,ORD01494,2024-04-24,2024-04-27,Express,BlueDart,WH00010
SHP01495,ORD01495,2024-03-25,2024-03-27,Express,Delhivery,WH00005
SHP01496,ORD01496,2024-03-25,2024-03-27,Road,Delhivery,WH00009
SHP01497,ORD01497,2024-01-25,2024-01-31,Road,Delhivery,WH00008
SHP01498,ORD01498,2024-05-12,2024-05-17,Express,BlueDart,WH00012
SHP01499,ORD01499,2024-03-05,2024-03-10,Express,BlueDart,WH00008
SHP01500,ORD01500,2024-03-31,2024-04-06,Express,EcomExpress,WH00002
SHP01501,ORD01501,2024-05-24,2024-05-29,Air,EcomExpress,WH00010
SHP01502,ORD01502,2024-04-10,2024-04-14,Air,EcomExpress,WH00004
SHP01503,ORD01503,2024-01-17,2024-01-16,Air,IndiaPost,WH00011
SHP01504,ORD01504,2024-05-03,2024-05-03,Road,EcomExpress,WH00004
SHP01505,ORD01505,2024-01-12,2024-01-17,Standard,EcomExpress,WH00006
SHP01506,ORD01506,2024-03-22,2024-03-26,Road,EcomExpress,WH00001
SHP01507,ORD01507,2024-05-23,2024-05-27,Standard,Delhivery,WH00002
SHP01508,ORD01508,2024-03-14,2024-03-17,Express,Delhivery,WH00012
SHP01509,ORD01509,2024-05-04,2024-05-06,Road,Delhivery,WH00002
SHP01510,ORD01510,2024-05-19,2024-05-23,Air,Delhivery,WH00002
SHP01511,ORD01511,2024-03-21,2024-03-22,Road,EcomExpress,WH00002
SHP01512,ORD01512,2024-04-29,2024-05-01,Road,IndiaPost,WH00006
SHP01513,ORD01513,2024-03-04,2024-03-08,Air,EcomExpress,WH00007
SHP01514,ORD01514,2024-04-06,2024-04-10,Road,Delhivery,WH00005
SHP01515,ORD01515,2024-03-27,2024-03-27,Road,BlueDart,WH00009
SHP01516,ORD01516,2024-01-25,2024-01-29,Air,BlueDart,WH00007
SHP01517,ORD01517,2024-03-24,2024-03-26,Standard,Delhivery,WH00010
SHP01518,ORD01518,2024-05-29,2024-06-02,Air,IndiaPost,WH00005
SHP01519,ORD01519,2024-02-01,2024-02-04,Standard,BlueDart,WH00010
SHP01520,ORD01520,2024-05-04,2024-05-09,Air,BlueDart,WH00003
SHP01521,ORD01521,2024-04-13,2024-04-12,Road,Delhivery,WH00002
SHP01522,ORD01522,2024-03-22,2024-03-25,Standard,EcomExpress,WH00005
SHP01523,ORD01523,2024-05-23,2024-05-27,Road,Delhivery,WH00005
SHP01524,ORD01524,2024-05-27,2024-06-03,Road,Delhivery,WH00009
SHP01525,ORD01525,2024-05-21,2024-05-26,Air,EcomExpress,WH00010
SHP01526,ORD01526,2024-01-16,2024-01-22,Standard,EcomExpress,WH00004
SHP01527,ORD01527,2024-01-08,2024-01-09,Express,EcomExpress,WH00012
SHP01528,ORD01528,2024-05-19,2024-05-22,Standard,EcomExpress,WH00009
SHP01529,ORD01529,2024-02-25,2024-02-25,Road,IndiaPost,WH00006
SHP01530,ORD01530,2024-03-10,2024-03-15,Standard,Delhivery,WH00003
SHP01531,ORD01531,2024-05-30,2024-06-05,Air,Delhivery,WH00006
SHP01532,ORD01532,2024-04-09,2024-04-09,Road,BlueDart,WH00007
SHP01533,ORD01533,2024-01-27,2024-01-27,Standard,Delhivery,WH00003
SHP01534,ORD01534,2024-03-16,2024-03-23,Express,BlueDart,WH00011
SHP01535,ORD01535,2024-05-11,2024-05-16,Standard,IndiaPost,WH00002
SHP01536,ORD01536,2024-03-26,2024-03-31,Standard,IndiaPost,WH00007
SHP01537,ORD01537,2024-01-08,2024-01-13,Air,EcomExpress,WH00007
SHP01538,ORD01538,2024-05-29,2024-06-04,Road,Delhivery,WH00002
SHP01539,ORD01539,2024-01-28,2024-01-31,Express,BlueDart,WH00008
SHP01540,ORD01540,2024-05-27,2024-06-02,Standard,EcomExpress,WH00007
SHP01541,ORD01541,2024-01-07,2024-01-12,Standard,Delhivery,WH00001
SHP01542,ORD01542,2024-01-23,2024-01-22,Air,Delhivery,WH00008
SHP01543,ORD01543,2024-03-10,2024-03-11,Standard,BlueDart,WH00009
SHP01544,ORD01544,2024-03-25,2024-03-24,Express,EcomExpress,WH00009
SHP01545,ORD01545,2024-01-06,2024-01-13,Air,Delhivery,WH00011
SHP01546,ORD01546,2024-02-18,2024-02-18,Standard,EcomExpress,WH00007
SHP01547,ORD01547,2024-02-27,2024-02-28,Road,IndiaPost,WH00001
SHP01548,ORD01548,2024-03-07,2024-03-10,Express,EcomExpress,WH00011
SHP01549,ORD01549,2024-05-12,2024-05-14,Road,IndiaPost,WH00007
SHP01550,ORD01550,2024-04-20,2024-04-21,Air,IndiaPost,WH00005
SHP01551,ORD01551,2024-04-22,2024-04-21,Express,IndiaPost,WH00003
SHP01552,ORD01552,2024-04-29,2024-05-03,Express,EcomExpress,WH00001
SHP01553,ORD01553,2024-03-17,2024-03-17,Air,Delhivery,WH00003
SHP01554,ORD01554,2024-01-06,2024-01-09,Road,IndiaPost,WH00001
SHP01555,ORD01555,2024-03-25,2024-03-27,Road,BlueDart,WH00003
SHP01556,ORD01556,2024-02-19,2024-02-19,Air,BlueDart,WH00007
SHP01557,ORD01557,2024-01-11,2024-01-18,Express,BlueDart,WH00002
SHP01558,ORD01558,2024-03-03,2024-03-07,Road,Delhivery,WH00010
SHP01559,ORD01559,2024-01-12,2024-01-18,Standard,IndiaPost,WH00005
SHP01560,ORD01560,2024-02-10,2024-02-13,Air,EcomExpress,WH00010
SHP01561,ORD01561,2024-03-15,2024-03-19,Road,IndiaPost,WH00006
SHP01562,ORD01562,2024-01-14,2024-01-16,Road,EcomExpress,WH00010
SHP01563,ORD01563,2024-03-23,2024-03-26,Express,Delhivery,WH00007
SHP01564,ORD01564,2024-04-10,2024-04-14,Express,IndiaPost,WH00007
SHP01565,ORD01565,2024-04-13,2024-04-18,Standard,Delhivery,WH00010
SHP01566,ORD01566,2024-05-10,2024-05-09,Standard,EcomExpress,WH00006
SHP01567,ORD01567,2024-02-25,2024-02-27,Standard,IndiaPost,WH00004
SHP01568,ORD01568,2024-04-12,2024-04-16,Express,Delhivery,WH00010
SHP01569,ORD01569,2024-02-23,2024-03-01,Air,IndiaPost,WH00007
SHP01570,ORD01570,2024-03-27,2024-04-01,Express,BlueDart,WH00012
SHP01571,ORD01571,2024-05-21,2024-05-22,Standard,IndiaPost,WH00006
SHP01572,ORD01572,2024-03-14,2024-03-16,Air,EcomExpress,WH00007
SHP01573,ORD01573,2024-01-18,2024-01-19,Air,EcomExpress,WH00005
SHP01574,ORD01574,2024-05-31,2024-06-02,Express,Delhivery,WH00011
SHP01575,ORD01575,2024-04-01,2024-04-06,Standard,EcomExpress,WH00002
SHP01576,ORD01576,2024-03-10,2024-03-12,Road,EcomExpress,WH00009
SHP01577,ORD01577,2024-05-25,2024-05-29,Express,BlueDart,WH00009
SHP01578,ORD01578,2024-01-16,2024-01-16,Express,BlueDart,WH00012
SHP01579,ORD01579,2024-04-15,2024-04-18,Road,BlueDart,WH00006
SHP01580,ORD01580,2024-02-03,2024-02-02,Road,IndiaPost,WH00009
SHP01581,ORD01581,2024-01-05,2024-01-09,Standard,EcomExpress,WH00004
SHP01582,ORD01582,2024-03-09,2024-03-13,Standard,Delhivery,WH00005
SHP01583,ORD01583,2024-04-12,2024-04-15,Standard,IndiaPost,WH00012
SHP01584,ORD01584,2024-02-25,2024-02-28,Standard,IndiaPost,WH00007
SHP01585,ORD01585,2024-05-27,2024-05-30,Road,EcomExpress,WH00011
SHP01586,ORD01586,2024-03-14,2024-03-21,Road,IndiaPost,WH00012
SHP01587,ORD01587,2024-05-08,2024-05-10,Standard,Delhivery,WH00012
SHP01588,ORD01588,2024-04-12,2024-04-15,Air,Delhivery,WH00001
SHP01589,ORD01589,2024-03-09,2024-03-10,Road,Delhivery,WH00010
SHP01590,ORD01590,2024-05-01,2024-05-06,Air,BlueDart,WH00007
SHP01591,ORD01591,2024-01-28,2024-01-29,Road,BlueDart,WH00002
SHP01592,ORD01592,2024-03-07,2024-03-09,Express,Delhivery,WH00006
SHP01593,ORD01593,2024-02-16,2024-02-18,Standard,Delhivery,WH00012
SHP01594,ORD01594,2024-01-09,2024-01-13,Express,Delhivery,WH00010
SHP01595,ORD01595,2024-02-05,2024-02-10,Road,BlueDart,WH00007
SHP01596,ORD01596,2024-03-10,2024-03-10,Air,EcomExpress,WH00009
SHP01597,ORD01597,2024-03-29,2024-03-29,Standard,EcomExpress,WH00010
SHP01598,ORD01598,2024-03-10,2024-03-13,Road,BlueDart,WH00001
SHP01599,ORD01599,2024-02-13,2024-02-14,Road,Delhivery,WH00001
SHP01600,ORD01600,2024-02-08,2024-02-11,Road,IndiaPost,WH00006
SHP01601,ORD01601,2024-02-15,2024-02-19,Air,BlueDart,WH00012
SHP01602,ORD01602,2024-03-07,2024-03-08,Air,BlueDart,WH00009
SHP01603,ORD01603,2024-02-21,2024-02-26,Express,BlueDart,WH00008
SHP01604,ORD01604,2024-01-06,2024-01-09,Express,EcomExpress,WH00002
SHP01605,ORD01605,2024-05-05,2024-05-11,Road,BlueDart,WH00002
SHP01606,ORD01606,2024-04-11,2024-04-10,Express,BlueDart,WH00010
SHP01607,ORD01607,2024-01-30,2024-02-03,Road,BlueDart,WH00012
SHP01608,ORD01608,2024-02-08,2024-02-13,Express,Delhivery,WH00004
SHP01609,ORD01609,2024-04-30,2024-04-30,Air,Delhivery,WH00005
SHP01610,ORD01610,2024-01-29,2024-02-02,Air,Delhivery,WH00005
SHP01611,ORD01611,2024-05-08,2024-05-11,Air,EcomExpress,WH00003
SHP01612,ORD01612,2024-01-04,2024-01-07,Road,BlueDart,WH00002
SHP01613,ORD01613,2024-01-12,2024-01-14,Standard,IndiaPost,WH00007
SHP01614,ORD01614,2024-05-16,2024-05-17,Express,BlueDart,WH00010
SHP01615,ORD01615,2024-03-08,2024-03-10,Air,BlueDart,WH00006
SHP01616,ORD01616,2024-01-25,2024-01-27,Express,IndiaPost,WH00002
SHP01617,ORD01617,2024-01-21,2024-01-22,Standard,IndiaPost,WH00005
SHP01618,ORD01618,2024-05-25,2024-05-26,Express,IndiaPost,WH00009
SHP01619,ORD01619,2024-02-07,2024-02-07,Road,BlueDart,WH00003
SHP01620,ORD01620,2024-01-04,2024-01-05,Road,EcomExpress,WH00004
SHP01621,ORD01621,2024-03-25,2024-03-28,Air,IndiaPost,WH00009
SHP01622,ORD01622,2024-01-03,2024-01-04,Road,EcomExpress,WH00005
SHP01623,ORD01623,2024-05-28,2024-05-29,Road,Delhivery,WH00006
SHP01624,ORD01624,2024-05-20,2024-05-22,Air,BlueDart,WH00011
SHP01625,ORD01625,2024-02-08,2024-02-11,Road,Delhivery,WH00006
SHP01626,ORD01626,2024-01-10,2024-01-09,Road,EcomExpress,WH00010
SHP01627,ORD01627,2024-01-25,2024-01-24,Express,Delhivery,WH00002
SHP01628,ORD01628,2024-03-21,2024-03-24,Air,BlueDart,WH00002
SHP01629,ORD01629,2024-04-21,2024-04-25,Express,BlueDart,WH00007
SHP01630,ORD01630,2024-03-05,2024-03-07,Standard,EcomExpress,WH00001
SHP01631,ORD01631,2024-05-18,2024-05-22,Standard,EcomExpress,WH00005
SHP01632,ORD01632,2024-05-07,2024-05-08,Air,BlueDart,WH00003
SHP01633,ORD01633,2024-03-06,2024-03-05,Standard,Delhivery,WH00003
SHP01634,ORD01634,2024-05-20,2024-05-24,Express,EcomExpress,WH00012
SHP01635,ORD01635,2024-02-11,2024-02-12,Air,IndiaPost,WH00001
SHP01636,ORD01636,2024-01-22,2024-01-21,Air,BlueDart,WH00007
SHP01637,ORD01637,2024-04-22,2024-04-25,Express,EcomExpress,WH00005
SHP01638,ORD01638,2024-01-23,2024-01-28,Road,Delhivery,WH00001
SHP01639,ORD01639,2024-01-26,2024-01-30,Road,BlueDart,WH00008
SHP01640,ORD01640,2024-02-07,2024-02-08,Standard,BlueDart,WH00002
SHP01641,ORD01641,2024-05-05,2024-05-10,Road,BlueDart,WH00008
SHP01642,ORD01642,2024-03-12,2024-03-15,Road,BlueDart,WH00004
SHP01643,ORD01643,2024-04-20,2024-04-25,Air,EcomExpress,WH00012
SHP01644,ORD01644,2024-03-01,2024-02-29,Standard,Delhivery,WH00009
SHP01645,ORD01645,2024-03-25,2024-03-28,Air,BlueDart,WH00005
SHP01646,ORD01646,2024-04-27,2024-04-30,Road,BlueDart,WH00004
SHP01647,ORD01647,2024-03-11,2024-03-11,Road,EcomExpress,WH00012
SHP01648,ORD01648,2024-04-06,2024-04-10,Air,EcomExpress,WH00010
SHP01649,ORD01649,2024-02-04,2024-02-09,Express,BlueDart,WH00007
SHP01650,ORD01650,2024-02-05,2024-02-08,Air,Delhivery,WH00002
SHP01651,ORD01651,2024-05-04,2024-05-04,Standard,EcomExpress,WH00003
SHP01652,ORD01652,2024-02-16,2024-02-20,Standard,IndiaPost,WH00008
SHP01653,ORD01653,2024-04-12,2024-04-11,Standard,BlueDart,WH00003
SHP01654,ORD01654,2024-04-03,2024-04-09,Express,BlueDart,WH00002
SHP01655,ORD01655,2024-04-01,2024-03-31,Standard,EcomExpress,WH00004
SHP01656,ORD01656,2024-03-03,2024-03-06,Express,IndiaPost,WH00010
SHP01657,ORD01657,2024-02-16,2024-02-19,Air,Delhivery,WH00012
SHP01658,ORD01658,2024-03-06,2024-03-10,Standard,IndiaPost,WH00006
SHP01659,ORD01659,2024-02-08,2024-02-13,Air,EcomExpress,WH00010
SHP01660,ORD01660,2024-04-25,2024-04-25,Road,IndiaPost,WH00006
SHP01661,ORD01661,2024-02-29,2024-03-04,Standard,BlueDart,WH00011
SHP01662,ORD01662,2024-02-29,2024-03-02,Air,IndiaPost,WH00002
