Order_ID,Order_Date,Customer_ID,Product_ID,Order_Quantity,Unit_Price,Discount,Payment_Mode,Order_Amount
ORD01155,2024-03-16,CUST01155,PROD00221,3,487.56,0.05,UPI,1389.546
ORD01156,2024-02-02,CUST01156,PROD00077,4,995.52,0.05,Card,3782.9759999999997
ORD01157,2024-04-19,CUST01157,PROD00158,5,3236.25,0.1,Card,14563.125
ORD01158,2024-05-16,CUST01158,PROD00050,4,3315.66,0.0,COD,13262.64
ORD01159,2024-04-06,CUST01159,PROD00131,2,2757.26,0.15,COD,4687.342000000001
ORD01160,2024-04-21,CUST01160,PROD00062,1,2386.94,0.0,Net Banking,2386.94
ORD01161,2024-04-15,CUST01161,PROD00168,3,1259.87,0.15,UPI,3212.6684999999998
ORD01162,2024-03-03,CUST01162,PROD00053,1,2473.82,0.05,Card,2350.129
ORD01163,2024-04-08,CUST01163,PROD00203,1,1697.26,0.15,Card,1442.671
ORD01164,2024-03-11,CUST01164,PROD00207,2,1247.73,0.05,COD,2370.687
ORD01165,2024-01-29,CUST01165,PROD00138,4,1803.44,0.05,COD,6853.072
ORD01166,2024-01-07,CUST01166,PROD00235,3,2744.65,0.0,UPI,8233.95
ORD01167,2024-01-08,CUST01167,PROD00080,4,1404.66,0.15,Net Banking,4775.844
ORD01168,2024-02-23,CUST01168,PROD00177,5,1267.69,0.15,Net Banking,5387.682500000001
ORD01169,2024-05-19,CUST01169,PROD00133,3,1404.8,0.1,UPI,3792.9599999999996
ORD01170,2024-01-14,CUST01170,PROD00080,3,2788.27,0.15,COD,7110.088499999999
ORD01171,2024-05-07,CUST01171,PROD00016,3,3997.64,0.05,COD,11393.274
ORD01172,2024-04-15,CUST01172,PROD00200,2,2193.91,0.05,Card,4168.428999999999
ORD01173,2024-03-25,CUST01173,PROD00146,5,1512.7,0.1,Card,6807.150000000001
ORD01174,2024-03-04,CUST01174,PROD00031,2,968.35,0.1,COD,1743.03
ORD01175,2024-05-13,CUST01175,PROD00213,1,1606.49,0.15,UPI,1365.5165
ORD01176,2024-05-22,CUST01176,PROD00072,3,1455.46,0.15,Card,3711.423
ORD01177,2024-03-04,CUST01177,PROD00218,1,1215.85,0.0,Net Banking,1215.85
ORD01178,2024-02-24,CUST01178,PROD00228,5,2863.74,0.1,Card,12886.83
ORD01179,2024-04-20,CUST01179,PROD00229,5,3989.06,0.0,COD,19945.3
ORD01180,2024-02-21,CUST01180,PROD00018,5,2260.65,0.05,Net Banking,10738.0875
ORD01181,2024-04-29,CUST01181,PROD00157,5,3996.77,0.1,Net Banking,17985.465
ORD01182,2024-01-26,CUST01182,PROD00094,5,1436.51,0.05,Card,6823.4225
ORD01183,2024-04-28,CUST01183,PROD00061,5,3250.99,0.15,Card,13816.707499999999
ORD01184,2024-04-20,CUST01184,PROD00127,2,3184.49,0.0,UPI,6368.98
ORD01185,2024-05-04,CUST01185,PROD00126,4,2141.03,0.15,Card,7279.502
ORD01186,2024-03-04,CUST01186,PROD00132,1,3290.99,0.0,Card,3290.99
ORD01187,2024-01-08,CUST01187,PROD00201,1,3570.48,0.05,Net Banking,3391.9559999999997
ORD01188,2024-05-04,CUST01188,PROD00142,4,2542.49,0.05,UPI,9661.462
ORD01189,2024-01-09,CUST01189,PROD00042,5,1541.44,0.0,UPI,7707.200000000001
ORD01190,2024-05-26,CUST01190,PROD00057,4,3623.07,0.15,COD,12318.438
ORD01191,2024-05-11,CUST01191,PROD00089,5,2504.3,0.15,UPI,10643.275
ORD01192,2024-03-10,CUST01192,PROD00025,5,687.96,0.05,Net Banking,3267.81
ORD01193,2024-05-09,CUST01193,PROD00155,5,3474.57,0.0,COD,17372.850000000002
ORD01194,2024-05-22,CUST01194,PROD00110,3,3211.44,0.1,Card,8670.888
ORD01195,2024-01-02,CUST01195,PROD00232,3,1649.66,0.05,Net Banking,4701.531
ORD01196,2024-01-31,CUST01196,PROD00151,3,2363.53,0.15,Card,6027.0015
ORD01197,2024-05-07,CUST01197,PROD00228,1,2755.25,0.0,UPI,2755.25
ORD01198,2024-02-19,CUST01198,PROD00135,1,2459.94,0.05,COD,2336.9429999999998
ORD01199,2024-05-21,CUST01199,PROD00150,1,1471.03,0.05,Card,1397.4785
ORD01200,2024-05-20,CUST01200,PROD00116,5,3854.29,0.0,UPI,19271.45
ORD01201,2024-05-07,CUST01201,PROD00235,3,,0.0,Net Banking,6106.200000000001
ORD01202,2024-03-21,CUST01202,PROD00128,5,2514.96,0.05,COD,11946.06
ORD01203,2024-01-21,CUST01203,PROD00165,5,3834.23,0.05,Net Banking,18212.5925
ORD01204,2024-02-03,CUST01204,PROD00004,5,,0.1,UPI,13236.255
ORD01205,2024-04-06,CUST01205,PROD00230,2,3062.45,0.05,UPI,5818.655
ORD01206,2024-03-24,CUST01206,PROD00064,5,2578.5,0.0,Card,12892.5
ORD01207,2024-02-10,CUST01207,PROD00189,4,866.31,0.05,Card,3291.9779999999996
ORD01208,2024-05-18,CUST01208,PROD00135,5,3647.93,0.1,Net Banking,16415.684999999998
ORD01209,2024-04-28,CUST01209,PROD00196,1,1170.91,0.1,Net Banking,1053.8190000000002
ORD01210,2024-02-23,CUST01210,PROD00177,1,1763.91,0.1,UPI,1587.519
ORD01211,2024-03-23,CUST01211,PROD00239,1,1003.05,0.05,UPI,952.8974999999999
ORD01212,2024-01-16,CUST01212,PROD00022,5,1621.1,0.05,UPI,7700.224999999999
ORD01213,2024-01-13,CUST01213,PROD00076,1,2126.45,0.1,Card,1913.8049999999998
ORD01214,2024-03-04,CUST01214,PROD00113,3,3757.01,0.05,UPI,10707.4785
ORD01215,2024-03-26,CUST01215,PROD00082,2,976.65,0.0,UPI,1953.3
ORD01216,2024-04-16,CUST01216,PROD00145,5,1445.88,0.15,Card,6144.990000000001
ORD01217,2024-02-08,CUST01217,PROD00074,3,1981.45,0.0,Net Banking,5944.35
ORD01218,2024-01-05,CUST01218,PROD00056,4,,0.0,COD,9891.96
ORD01219,2024-05-04,CUST01219,PROD00155,1,3646.44,0.05,COD,3464.118
ORD01220,2024-02-16,CUST01220,PROD00026,2,2888.99,0.0,Net Banking,5777.98
ORD01221,2024-05-26,CUST01221,PROD00125,5,568.9,0.05,Card,2702.275
ORD01222,2024-02-21,CUST01222,PROD00212,5,3604.53,0.05,COD,17121.5175
ORD01223,2024-01-08,CUST01223,PROD00196,2,965.14,0.0,UPI,1930.28
ORD01224,2024-01-25,CUST01224,PROD00071,3,427.62,0.15,UPI,1090.431
ORD01225,2024-03-12,CUST01225,PROD00139,5,1850.82,0.0,COD,9254.1
ORD01226,2024-01-24,CUST01226,PROD00131,5,2609.58,0.1,Net Banking,11743.11
ORD01227,2024-01-25,CUST01227,PROD00177,4,2978.21,0.05,Card,11317.198
ORD01228,2024-01-17,CUST01228,PROD00205,5,987.77,0.05,UPI,4691.9075
ORD01229,2024-04-17,CUST01229,PROD00219,2,1126.67,,COD,1915.3390000000002
ORD01230,2024-03-14,CUST01230,PROD00119,4,1829.69,0.05,COD,6952.822
ORD01231,2024-04-30,CUST01231,PROD00109,4,814.8,0.1,,2933.2799999999997
ORD01232,2024-03-12,CUST01232,PROD00081,1,3471.25,0.0,Card,3471.25
ORD01233,2024-03-28,CUST01233,PROD00234,3,2870.88,0.1,Net Banking,7751.375999999999
ORD01234,2024-02-24,CUST01234,PROD00088,4,1698.4,0.05,Net Banking,6453.92
ORD01235,2024-05-26,CUST01235,PROD00145,2,3392.51,0.0,Net Banking,6785.02
ORD01236,2024-03-13,CUST01236,PROD00049,3,1379.7,0.0,COD,4139.1
ORD01237,2024-03-06,CUST01237,PROD00049,2,1773.11,0.05,UPI,3368.9089999999997
ORD01238,2024-02-15,CUST01238,PROD00205,4,3955.22,0.1,COD,14238.792
ORD01239,2024-03-30,CUST01239,PROD00181,2,3270.45,0.15,Net Banking,5559.764999999999
ORD01240,2024-02-15,CUST01240,PROD00097,3,309.89,0.15,Net Banking,790.2194999999999
ORD01241,2024-01-18,CUST01241,PROD00247,2,2251.84,0.05,COD,4278.496
ORD01242,2024-02-04,CUST01242,PROD00137,1,615.83,0.05,UPI,585.0385
ORD01243,2024-02-23,CUST01243,PROD00016,3,1666.77,0.0,Net Banking,5000.3099999999995
ORD01244,2024-01-14,CUST01244,PROD00107,2,963.01,0.1,Card,1733.4180000000001
ORD01245,2024-01-06,CUST01245,PROD00248,1,341.27,0.0,Net Banking,341.27
ORD01246,2024-04-06,CUST01246,PROD00032,4,1704.89,0.1,Net Banking,6137.604
ORD01247,2024-05-28,CUST01247,PROD00247,1,3676.0,0.0,UPI,3676.0
ORD01248,2024-04-09,CUST01248,PROD00228,1,3298.5,0.1,UPI,2968.65
ORD01249,2024-04-19,CUST01249,PROD00222,1,2099.96,0.05,COD,1994.962
ORD01250,2024-05-06,CUST01250,PROD00128,5,3574.62,,UPI,15192.134999999998
ORD01251,2024-01-17,CUST01251,PROD00141,2,2175.7,0.05,,4133.829999999999
ORD01252,2024-05-23,CUST01252,PROD00165,5,3452.11,0.15,Card,14671.467499999999
ORD01253,2024-02-08,CUST01253,PROD00220,4,3265.27,0.15,Net Banking,11101.918
ORD01254,2024-05-13,CUST01254,PROD00047,5,3772.53,0.15,Net Banking,16033.2525
ORD01255,2024-01-03,CUST01255,PROD00179,2,3172.59,0.05,UPI,6027.921
ORD01256,2024-01-10,CUST01256,PROD00157,1,3580.33,0.1,UPI,3222.297
ORD01257,2024-05-13,CUST01257,PROD00153,3,,0.1,UPI,8128.728
ORD01258,2024-03-12,CUST01258,PROD00041,3,3199.98,0.05,COD,9119.943
ORD01259,2024-04-04,CUST01259,PROD00044,1,2956.73,0.15,UPI,2513.2205
ORD01260,2024-04-22,CUST01260,PROD00069,3,631.83,0.05,Net Banking,1800.7155000000002
ORD01261,2024-01-01,CUST01261,PROD00089,5,987.74,0.1,Card,4444.83
ORD01262,2024-05-05,CUST01262,PROD00231,3,1743.12,0.15,COD,4444.955999999999
ORD01263,2024-05-08,CUST01263,PROD00031,5,3930.67,0.05,,18670.6825
ORD01264,2024-05-06,CUST01264,PROD00112,1,3195.59,0.0,Card,3195.59
ORD01265,2024-03-08,CUST01265,PROD00030,3,504.42,0.05,Net Banking,1437.597
ORD01266,2024-03-27,CUST01266,PROD00184,1,1808.57,0.0,UPI,1808.57
ORD01267,2024-03-06,CUST01267,PROD00047,1,2539.29,0.1,Card,2285.361
ORD01268,2024-03-27,CUST01268,PROD00013,2,3284.69,0.05,COD,6240.911
ORD01269,2024-02-27,CUST01269,PROD00130,5,1584.0,0.0,UPI,7920.0
ORD01270,2024-02-19,CUST01270,PROD00226,1,969.02,,Card,872.118
ORD01271,2024-01-13,CUST01271,PROD00116,2,2560.16,0.15,COD,4352.272
ORD01272,2024-01-20,CUST01272,PROD00242,1,2315.59,0.0,Card,2315.59
ORD01273,2024-02-26,CUST01273,PROD00171,1,2506.99,0.15,COD,2130.9415
ORD01274,2024-01-16,CUST01274,PROD00011,1,1831.32,0.0,Card,1831.32
ORD01275,2024-01-03,CUST01275,PROD00248,3,3936.74,0.1,,10629.198
ORD01276,2024-01-29,CUST01276,PROD00176,4,867.75,0.05,COD,3297.45
ORD01277,2024-05-15,CUST01277,PROD00190,3,534.39,0.0,UPI,1603.17
ORD01278,2024-02-12,CUST01278,PROD00188,4,,0.05,Card,9940.116
ORD01279,2024-02-02,CUST01279,PROD00130,4,,,UPI,7238.68
ORD01280,2024-03-22,CUST01280,PROD00186,5,2032.66,0.05,Net Banking,9655.135
ORD01281,2024-01-18,CUST01281,PROD00250,5,3788.12,0.0,Card,18940.6
ORD01282,2024-04-08,CUST01282,PROD00003,4,3280.62,0.05,Card,12466.356
ORD01283,2024-03-14,CUST01283,PROD00207,2,1995.92,0.05,COD,3792.248
ORD01284,2024-01-29,CUST01284,PROD00073,2,3417.09,0.05,Card,6492.471
ORD01285,2024-05-17,CUST01285,PROD00062,1,1744.56,0.05,Net Banking,1657.3319999999999
ORD01286,2024-04-17,CUST01286,PROD00190,4,3404.96,0.05,UPI,12938.848
ORD01287,2024-01-12,CUST01287,PROD00101,4,2450.15,0.1,Net Banking,8820.54
ORD01288,2024-01-07,CUST01288,PROD00212,4,2295.75,0.0,COD,9183.0
ORD01289,2024-05-17,CUST01289,PROD00197,5,582.3,0.0,Net Banking,2911.5
ORD01290,2024-02-15,CUST01290,PROD00240,5,2317.96,0.05,COD,11010.31
ORD01291,2024-02-29,CUST01291,PROD00027,2,3360.18,0.1,UPI,6048.324
ORD01292,2024-04-08,CUST01292,PROD00240,1,487.57,,Net Banking,487.57
ORD01293,2024-05-11,CUST01293,PROD00221,5,414.45,0.1,COD,1865.025
ORD01294,2024-02-08,CUST01294,PROD00219,4,3740.96,0.15,Card,12719.264
ORD01295,2024-02-14,CUST01295,PROD00100,1,2771.43,0.0,COD,2771.43
ORD01296,2024-01-23,CUST01296,PROD00150,1,674.61,0.05,Card,640.8795
ORD01297,2024-04-30,CUST01297,PROD00048,2,3367.37,0.15,COD,5724.5289999999995
ORD01298,2024-01-04,CUST01298,PROD00027,3,474.35,0.05,COD,1351.8975
ORD01299,2024-04-01,CUST01299,PROD00127,3,382.17,0.15,COD,974.5335
ORD01300,2024-05-12,CUST01300,PROD00149,3,579.24,0.0,Card,1737.72
ORD01301,2024-05-22,CUST01301,PROD00237,1,575.54,0.15,COD,489.20899999999995
ORD01302,2024-04-09,CUST01302,PROD00036,3,2170.66,0.0,Net Banking,6511.98
ORD01303,2024-02-21,CUST01303,PROD00076,5,606.0,0.05,Card,2878.5
ORD01304,2024-04-14,CUST01304,PROD00113,4,2366.7,,COD,9466.8
ORD01305,2024-03-09,CUST01305,PROD00246,2,755.79,0.0,Card,1511.58
ORD01306,2024-05-28,CUST01306,PROD00193,3,1933.11,0.05,,5509.3634999999995
ORD01307,2024-04-24,CUST01307,PROD00111,1,1130.24,0.1,,1017.216
ORD01308,2024-04-11,CUST01308,PROD00108,3,3221.09,0.15,Net Banking,8213.7795
ORD01309,2024-05-17,CUST01309,PROD00184,2,3473.69,0.0,Card,6947.38
ORD01310,2024-04-03,CUST01310,PROD00055,4,2161.67,0.1,UPI,7782.012000000001
ORD01311,2024-05-23,CUST01311,PROD00071,2,3229.22,0.1,Card,5812.596
ORD01312,2024-04-10,CUST01312,PROD00095,2,3338.83,0.0,Card,6677.66
ORD01313,2024-03-06,CUST01313,PROD00167,5,1279.63,0.1,COD,5758.335000000001
ORD01314,2024-05-23,CUST01314,PROD00009,4,3263.34,0.1,UPI,11748.024000000001
ORD01315,2024-03-11,CUST01315,PROD00127,1,2277.97,,,2277.97
ORD01316,2024-02-14,CUST01316,PROD00235,4,,0.1,COD,1397.52
ORD01317,2024-01-22,CUST01317,PROD00190,4,2491.5,0.0,Net Banking,9966.0
ORD01318,2024-04-10,CUST01318,PROD00083,1,803.05,0.0,COD,803.05
ORD01319,2024-05-02,CUST01319,PROD00221,1,558.08,0.15,Net Banking,474.368
ORD01320,2024-05-22,CUST01320,PROD00153,2,1962.37,0.05,Net Banking,3728.5029999999997
ORD01321,2024-04-04,CUST01321,PROD00053,2,1783.21,0.1,COD,3209.7780000000002
ORD01322,2024-01-03,CUST01322,PROD00230,2,636.95,0.05,COD,1210.205
ORD01323,2024-02-03,CUST01323,PROD00055,4,2731.84,0.0,,10927.36
ORD01324,2024-04-04,CUST01324,PROD00145,5,2870.99,,Card,14354.949999999999
ORD01325,2024-04-02,CUST01325,PROD00112,1,2359.74,0.0,Net Banking,2359.74
ORD01326,2024-01-23,CUST01326,PROD00037,2,598.99,0.0,COD,1197.98
ORD01327,2024-01-22,CUST01327,PROD00069,2,2424.15,0.1,UPI,4363.47
ORD01328,2024-01-03,CUST01328,PROD00200,3,3577.37,0.1,COD,9658.899000000001
ORD01329,2024-02-23,CUST01329,PROD00218,5,1829.5,0.1,UPI,8232.75
ORD01330,2024-01-19,CUST01330,PROD00147,4,672.92,0.1,UPI,2422.5119999999997
ORD01331,2024-05-20,CUST01331,PROD00034,3,3958.76,0.0,UPI,11876.28
ORD01332,2024-03-03,CUST01332,PROD00014,1,1292.5,,,1227.875
ORD01333,2024-03-04,CUST01333,PROD00127,4,,0.1,Card,11300.292
ORD01334,2024-01-22,CUST01334,PROD00058,4,1130.87,0.1,COD,4071.1319999999996
ORD01335,2024-04-02,CUST01335,PROD00060,1,2337.54,0.0,,2337.54
ORD01336,2024-01-12,CUST01336,PROD00223,1,2307.79,0.15,COD,1961.6215
ORD01337,2024-02-22,CUST01337,PROD00219,5,2200.26,0.05,Net Banking,10451.235
ORD01338,2024-04-12,CUST01338,PROD00116,3,3601.59,0.05,Card,10264.5315
ORD01339,2024-01-02,CUST01339,PROD00062,3,,0.1,COD,6727.212
ORD01340,2024-03-06,CUST01340,PROD00218,4,2865.54,0.15,Card,9742.836
ORD01341,2024-04-16,CUST01341,PROD00109,3,753.22,0.05,Card,2146.6769999999997
ORD01342,2024-01-01,CUST01342,PROD00140,5,2551.12,0.05,Card,12117.819999999998
ORD01343,2024-05-16,CUST01343,PROD00202,1,,0.0,Card,3119.45
ORD01344,2024-02-13,CUST01344,PROD00239,5,,0.1,Net Banking,4349.43
ORD01345,2024-03-06,CUST01345,PROD00091,1,3340.75,0.0,Card,3340.75
ORD01346,2024-03-19,CUST01346,PROD00172,4,2971.24,0.15,,10102.215999999999
ORD01347,2024-03-31,CUST01347,PROD00035,2,688.0,0.1,Card,1238.4
ORD01348,2024-02-18,CUST01348,PROD00037,3,1691.82,0.05,UPI,4821.687
ORD01349,2024-01-25,CUST01349,PROD00081,1,687.02,0.1,UPI,618.318
ORD01350,2024-02-26,CUST01350,PROD00109,2,2534.72,0.05,Card,4815.968
ORD01351,2024-02-29,CUST01351,PROD00080,1,2597.34,0.0,Net Banking,2597.34
ORD01352,2024-02-17,CUST01352,PROD00025,2,2316.54,0.15,Net Banking,3938.118
ORD01353,2024-05-19,CUST01353,PROD00224,4,2521.08,0.05,UPI,9580.104
ORD01354,2024-03-20,CUST01354,PROD00133,1,2352.84,0.0,Card,2352.84
ORD01355,2024-05-04,CUST01355,PROD00029,3,3283.3,0.1,COD,8864.910000000002
ORD01356,2024-02-17,CUST01356,PROD00081,3,1411.09,0.0,UPI,4233.2699999999995
ORD01357,2024-03-15,CUST01357,PROD00206,2,3037.89,0.1,Net Banking,5468.202
ORD01358,2024-01-13,CUST01358,PROD00058,4,3987.07,,COD,15150.866
ORD01359,2024-05-08,CUST01359,PROD00146,2,3754.0,0.15,UPI,6381.8
ORD01360,2024-01-31,CUST01360,PROD00101,5,587.95,0.05,Net Banking,2792.7625
ORD01361,2024-03-21,CUST01361,PROD00187,4,1944.26,0.0,Net Banking,7777.04
ORD01362,2024-03-25,CUST01362,PROD00250,2,2618.59,0.0,Card,5237.18
ORD01363,2024-03-22,CUST01363,PROD00006,5,3509.64,0.1,UPI,15793.380000000001
ORD01364,2024-01-28,CUST01364,PROD00203,3,423.43,0.15,Net Banking,1079.7465
ORD01365,2024-01-25,CUST01365,PROD00111,5,634.36,0.15,Card,2696.03
ORD01366,2024-05-09,CUST01366,PROD00156,4,2606.23,0.0,COD,10424.92
ORD01367,2024-02-15,CUST01367,PROD00026,4,944.57,0.1,UPI,3400.452
ORD01368,2024-02-02,CUST01368,PROD00114,3,1153.93,0.1,COD,3115.611
ORD01369,2024-04-16,CUST01369,PROD00070,2,3488.8,0.05,Card,6628.72
ORD01370,2024-04-08,CUST01370,PROD00110,1,3398.85,0.0,COD,3398.85
ORD01371,2024-03-22,CUST01371,PROD00067,4,905.74,0.15,Card,3079.516
ORD01372,2024-03-10,CUST01372,PROD00034,4,3543.79,0.0,Card,14175.16
ORD01373,2024-01-29,CUST01373,PROD00227,5,587.14,0.15,UPI,2495.345
ORD01374,2024-05-28,CUST01374,PROD00179,2,1693.4,0.15,UPI,2878.78
ORD01375,2024-01-21,CUST01375,PROD00117,4,3646.15,0.05,Net Banking,13855.369999999999
ORD01376,2024-04-16,CUST01376,PROD00168,2,2732.09,0.05,Card,5190.9710000000005
ORD01377,2024-04-16,CUST01377,PROD00196,3,3798.19,0.05,Net Banking,10824.841499999999
ORD01378,2024-01-01,CUST01378,PROD00092,5,652.47,0.0,Card,3262.3500000000004
ORD01379,2024-04-28,CUST01379,PROD00046,3,2017.27,0.15,Card,5144.0385
ORD01380,2024-02-21,CUST01380,PROD00199,2,,,UPI,7662.86
ORD01381,2024-02-04,CUST01381,PROD00103,1,1579.87,0.0,UPI,1579.87
ORD01382,2024-04-24,CUST01382,PROD00074,3,1366.14,0.05,Net Banking,3893.499
ORD01383,2024-02-04,CUST01383,PROD00045,2,3569.1,0.15,UPI,6067.469999999999
ORD01384,2024-04-22,CUST01384,PROD00121,4,488.24,0.1,COD,1757.664
ORD01385,2024-02-08,CUST01385,PROD00024,5,749.26,0.1,Card,3371.67
ORD01386,2024-01-05,CUST01386,PROD00222,5,3126.37,0.0,,15631.849999999999
ORD01387,2024-05-11,CUST01387,PROD00115,4,1357.57,0.1,COD,4887.2519999999995
ORD01388,2024-01-20,CUST01388,PROD00179,5,2244.86,0.15,COD,9540.655
ORD01389,2024-02-15,CUST01389,PROD00089,5,2508.44,0.1,UPI,11287.980000000001
ORD01390,2024-01-12,CUST01390,PROD00148,4,,0.05,Card,2499.792
ORD01391,2024-03-05,CUST01391,PROD00144,1,1770.29,0.1,UPI,1593.261
ORD01392,2024-05-19,CUST01392,PROD00210,1,3950.15,0.05,Net Banking,3752.6425
ORD01393,2024-05-03,CUST01393,PROD00136,4,3510.2,0.0,Net Banking,14040.8
ORD01394,2024-04-21,CUST01394,PROD00162,1,3084.84,,Card,2622.114
ORD01395,2024-03-27,CUST01395,PROD00197,2,2490.69,0.15,COD,4234.173
ORD01396,2024-01-22,CUST01396,PROD00072,5,3637.78,0.1,Net Banking,16370.010000000002
ORD01397,2024-01-25,CUST01397,PROD00154,4,2058.42,0.05,Net Banking,7821.996
ORD01398,2024-03-20,CUST01398,PROD00167,2,3501.88,0.1,UPI,6303.384
ORD01399,2024-02-26,CUST01399,PROD00001,4,1392.14,0.0,Net Banking,5568.56
ORD01400,2024-02-26,CUST01400,PROD00043,2,3743.42,0.15,Net Banking,6363.814
ORD01401,2024-04-03,CUST01401,PROD00090,2,598.96,0.05,UPI,1138.0240000000001
ORD01402,2024-02-08,CUST01402,PROD00220,4,2105.17,,Card,8420.68
ORD01403,2024-03-31,CUST01403,PROD00136,3,3540.32,0.1,COD,9558.864000000001
ORD01404,2024-03-02,CUST01404,PROD00176,1,1951.01,0.0,Net Banking,1951.01
ORD01405,2024-01-07,CUST01405,PROD00124,3,926.54,0.1,COD,2501.658
ORD01406,2024-02-10,CUST01406,PROD00055,5,318.08,0.15,COD,1351.84
ORD01407,2024-04-13,CUST01407,PROD00239,1,1595.46,0.1,Net Banking,1435.914
ORD01408,2024-02-21,CUST01408,PROD00106,1,416.93,,,354.3905
ORD01409,2024-03-28,CUST01409,PROD00070,2,1156.53,0.15,COD,1966.1009999999999
ORD01410,2024-04-27,CUST01410,PROD00097,4,985.67,0.0,UPI,3942.68
ORD01411,2024-02-21,CUST01411,PROD00149,1,1291.89,0.05,Net Banking,1227.2955
ORD01412,2024-05-23,CUST01412,PROD00154,4,2743.06,0.0,COD,10972.24
ORD01413,2024-03-28,CUST01413,PROD00149,5,3189.81,0.0,Net Banking,15949.05
ORD01414,2024-01-30,CUST01414,PROD00012,4,669.75,0.15,UPI,2277.15
ORD01415,2024-03-06,CUST01415,PROD00189,5,1542.57,0.0,Card,7712.849999999999
ORD01416,2024-01-20,CUST01416,PROD00165,5,3745.74,0.15,UPI,15919.394999999997
ORD01417,2024-04-03,CUST01417,PROD00117,1,1917.56,0.1,Card,1725.804
ORD01418,2024-05-23,CUST01418,PROD00103,1,2330.92,0.1,Net Banking,2097.828
ORD01419,2024-02-22,CUST01419,PROD00249,5,1191.12,0.15,Net Banking,5062.259999999999
ORD01420,2024-04-02,CUST01420,PROD00065,5,2997.95,0.05,,14240.262499999999
ORD01421,2024-01-07,CUST01421,PROD00171,2,2841.91,0.1,Card,5115.438
ORD01422,2024-04-23,CUST01422,PROD00022,4,2499.2,0.05,COD,9496.96
ORD01423,2024-03-29,CUST01423,PROD00102,1,3465.02,0.15,Net Banking,2945.267
ORD01424,2024-03-01,CUST01424,PROD00094,5,1896.22,0.1,COD,8532.99
ORD01425,2024-04-11,CUST01425,PROD00227,2,1939.15,,Card,3296.5550000000003
ORD01426,2024-05-03,CUST01426,PROD00025,4,,,Card,7102.692
ORD01427,2024-05-02,CUST01427,PROD00013,3,614.99,0.15,UPI,1568.2245
ORD01428,2024-01-06,CUST01428,PROD00062,2,3484.93,0.0,Net Banking,6969.86
ORD01429,2024-05-11,CUST01429,PROD00234,1,1136.97,0.15,COD,966.4245
ORD01430,2024-05-01,CUST01430,PROD00177,3,1256.87,0.15,Net Banking,3205.0184999999997
ORD01431,2024-03-05,CUST01431,PROD00237,4,2946.66,0.05,Card,11197.307999999999
ORD01432,2024-01-26,CUST01432,PROD00149,2,2274.98,0.1,Net Banking,4094.964
ORD01433,2024-04-05,CUST01433,PROD00242,2,1732.55,,Net Banking,3118.59
ORD01434,2024-01-19,CUST01434,PROD00061,4,2762.64,0.1,Net Banking,9945.503999999999
ORD01435,2024-05-01,CUST01435,PROD00197,2,2657.51,0.1,COD,4783.518000000001
ORD01436,2024-05-15,CUST01436,PROD00184,5,1579.57,0.15,Net Banking,6713.1725
ORD01437,2024-03-29,CUST01437,PROD00078,3,3908.62,0.1,,10553.274000000001
ORD01438,2024-01-23,CUST01438,PROD00242,2,476.99,0.1,Card,858.582
ORD01439,2024-01-13,CUST01439,PROD00069,3,693.69,0.15,Net Banking,1768.9095
ORD01440,2024-05-28,CUST01440,PROD00076,2,1869.68,0.15,UPI,3178.456
ORD01441,2024-01-12,CUST01441,PROD00095,3,2032.27,0.05,COD,5791.969499999999
ORD01442,2024-04-11,CUST01442,PROD00164,3,3603.7,0.05,COD,10270.544999999998
ORD01443,2024-02-20,CUST01443,PROD00097,4,,0.0,UPI,8513.84
ORD01444,2024-04-26,CUST01444,PROD00160,1,2522.07,0.1,Card,2269.8630000000003
ORD01445,2024-04-19,CUST01445,PROD00211,4,3114.79,0.0,COD,12459.16
ORD01446,2024-02-01,CUST01446,PROD00023,3,553.1,0.1,Net Banking,1493.3700000000001
ORD01447,2024-02-26,CUST01447,PROD00012,5,3659.63,0.15,COD,15553.427500000002
ORD01448,2024-03-02,CUST01448,PROD00107,5,970.52,0.05,COD,4609.97
ORD01449,2024-01-25,CUST01449,PROD00094,1,928.59,0.15,COD,789.3015
ORD01450,2024-03-02,CUST01450,PROD00082,4,1549.48,0.0,UPI,6197.92
ORD01451,2024-05-29,CUST01451,PROD00079,2,1176.51,0.1,COD,2117.718
ORD01452,2024-02-18,CUST01452,PROD00195,2,3455.89,0.1,Card,6220.602
ORD01453,2024-04-18,CUST01453,PROD00060,4,945.89,0.0,COD,3783.56
ORD01454,2024-04-16,CUST01454,PROD00063,2,2265.86,0.0,Card,4531.72
ORD01455,2024-01-02,CUST01455,PROD00034,4,1421.08,0.05,Card,5400.103999999999
ORD01456,2024-03-27,CUST01456,PROD00161,3,1684.1,0.0,Card,5052.299999999999
ORD01457,2024-03-23,CUST01457,PROD00103,4,2443.66,0.15,COD,8308.444
ORD01458,2024-03-20,CUST01458,PROD00162,1,1280.21,0.1,Net Banking,1152.189
ORD01459,2024-04-30,CUST01459,PROD00197,1,3785.01,0.1,COD,3406.5090000000005
ORD01460,2024-04-17,CUST01460,PROD00014,2,569.99,0.0,Card,1139.98
ORD01461,2024-01-07,CUST01461,PROD00239,2,726.34,0.1,Net Banking,1307.412
ORD01462,2024-02-18,CUST01462,PROD00094,4,3125.96,0.1,Card,11253.456
