Shipment_ID,Shipping_Cost,Fuel_Cost,Handling_Cost,Total_Cost
SHP01333,260.7,187.71,26.72,475.13
SHP01334,408.34,177.99,55.91,642.2399999999999
SHP01335,596.74,139.38,93.14,829.26
SHP01336,379.09,119.48,63.93,562.5
SHP01337,221.51,229.71,40.75,491.97
SHP01338,414.61,84.12,106.75,605.48
SHP01339,91.95,115.11,78.63,285.69
SHP01340,200.57,77.88,27.11,305.56
SHP01341,415.3,39.83,22.22,477.35
SHP01342,445.83,76.51,50.24,572.58
SHP01343,454.2,236.07,135.3,825.5699999999999
SHP01344,400.55,143.78,27.11,571.44
SHP01345,507.15,122.1,32.75,662.0
SHP01346,504.35,91.02,30.96,626.33
SHP01347,211.17,65.89,96.77,373.83
SHP01348,458.64,90.49,90.19,639.3199999999999
SHP01349,359.24,227.11,49.42,635.77
SHP01350,232.57,97.79,53.9,384.26
SHP01351,130.48,164.59,127.68,422.75
SHP01352,551.08,204.61,74.12,829.8100000000001
SHP01353,368.53,106.34,132.73,607.6
SHP01354,579.08,142.7,145.93,867.71
SHP01355,226.25,46.4,69.0,341.65
SHP01356,527.72,231.47,48.82,808.0100000000001
SHP01357,385.43,173.95,137.11,696.49
SHP01358,366.41,31.94,65.88,464.23
SHP01359,444.22,127.84,108.12,680.1800000000001
SHP01360,172.42,214.54,66.74,453.7
SHP01361,184.0,55.65,31.8,271.45
SHP01362,484.51,167.15,87.14,738.8
SHP01363,534.76,190.57,63.36,788.6899999999999
SHP01364,376.95,185.75,93.41,656.11
SHP01365,103.47,38.36,105.16,246.98999999999998
SHP01366,423.26,101.91,129.73,654.9
SHP01367,316.16,64.47,40.92,421.55
SHP01368,513.08,165.03,124.37,802.48
SHP01369,175.88,194.28,111.92,482.08
SHP01370,214.52,248.13,78.93,541.5799999999999
SHP01371,436.32,208.92,21.92,667.16
SHP01372,237.99,213.74,138.47,590.2
SHP01373,167.88,102.3,76.23,346.41
SHP01374,380.73,166.38,44.92,592.03
SHP01375,200.47,105.32,125.68,431.46999999999997
SHP01376,505.82,223.54,65.79,795.15
SHP01377,168.69,247.52,149.97,566.1800000000001
SHP01378,228.86,84.53,118.84,432.23
SHP01379,490.01,55.9,81.98,627.89
SHP01380,393.92,90.94,76.35,561.21
SHP01381,400.74,184.56,133.26,718.56
SHP01382,338.18,210.6,85.31,634.0899999999999
SHP01383,98.07,109.88,97.83,305.78
SHP01384,191.37,221.74,55.68,468.79
SHP01385,255.56,69.15,109.27,433.98
SHP01386,590.73,79.06,143.85,813.64
SHP01387,315.94,75.38,51.85,443.17
SHP01388,102.22,100.31,111.91,314.44
SHP01389,185.89,75.59,104.1,365.58000000000004
SHP01390,306.03,82.17,99.95,488.15
SHP01391,172.29,207.56,127.45,507.3
SHP01392,337.13,112.54,121.11,570.78
SHP01393,206.75,90.31,71.9,368.96000000000004
SHP01394,192.55,207.78,131.48,531.8100000000001
SHP01395,485.37,158.81,60.01,704.19
SHP01396,224.01,57.57,57.98,339.56
SHP01397,527.75,221.96,115.97,865.6800000000001
SHP01398,468.16,53.85,81.05,603.06
SHP01399,161.88,183.1,146.37,491.35
SHP01400,556.39,56.09,37.94,650.4200000000001
SHP01401,596.92,47.5,33.69,678.1099999999999
SHP01402,320.65,113.79,124.01,558.45
SHP01403,463.58,127.0,105.45,696.03
SHP01404,315.89,246.39,89.27,651.55
SHP01405,215.19,198.89,48.68,462.76
SHP01406,430.32,96.63,108.08,635.0300000000001
SHP01407,499.32,211.51,143.9,854.7299999999999
SHP01408,189.22,203.62,70.9,463.74
SHP01409,408.8,106.75,89.02,604.5699999999999
SHP01410,200.82,184.26,56.03,441.11
SHP01411,442.32,127.64,127.89,697.85
SHP01412,240.26,220.8,57.77,518.83
SHP01413,181.81,211.66,62.46,455.93
SHP01414,207.08,65.59,120.45,393.12
SHP01415,287.06,75.84,45.41,408.30999999999995
SHP01416,587.23,71.75,103.93,762.9100000000001
SHP01417,328.76,94.92,88.06,511.74
SHP01418,190.06,149.66,134.92,474.64
SHP01419,274.19,243.91,22.55,540.65
SHP01420,342.24,38.46,59.31,440.01
SHP01421,599.65,202.5,84.22,886.37
SHP01422,580.07,242.97,35.16,858.2
SHP01423,96.59,135.62,147.21,379.42
SHP01424,213.04,217.38,67.19,497.60999999999996
SHP01425,430.76,96.75,29.52,557.03
SHP01426,288.94,136.84,33.52,459.29999999999995
SHP01427,187.66,83.54,138.97,410.16999999999996
SHP01428,100.72,75.75,77.48,253.95
SHP01429,265.88,171.44,73.63,510.95
SHP01430,107.09,36.29,93.97,237.35
SHP01431,474.89,48.65,47.97,571.51
SHP01432,405.54,153.83,78.45,637.82
SHP01433,176.6,31.34,102.55,310.49
SHP01434,453.89,64.89,30.12,548.9
SHP01435,344.93,178.13,55.65,578.7099999999999
SHP01436,128.83,93.44,139.96,362.23
SHP01437,548.2,122.16,69.82,740.1800000000001
SHP01438,469.6,114.97,34.85,619.4200000000001
SHP01439,309.49,142.11,30.86,482.46000000000004
SHP01440,195.06,89.67,41.69,326.42
SHP01441,550.09,191.7,61.09,802.88
SHP01442,473.75,141.05,57.59,672.39
SHP01443,134.55,115.16,23.92,273.63
SHP01444,144.21,192.54,66.94,403.69
SHP01445,196.44,109.26,72.16,377.86
SHP01446,261.84,36.92,121.75,420.51
SHP01447,479.2,51.28,58.53,589.01
SHP01448,511.97,246.13,86.07,844.1700000000001
SHP01449,317.19,68.9,64.94,451.03000000000003
SHP01450,489.19,219.0,42.5,750.69
SHP01451,495.69,85.95,117.25,698.89
SHP01452,459.98,247.01,97.75,804.74
SHP01453,126.05,166.15,58.73,350.93
SHP01454,184.39,127.61,33.05,345.05
SHP01455,253.03,32.98,49.13,335.14
SHP01456,222.55,221.33,108.14,552.02
SHP01457,546.31,167.93,91.41,805.65
SHP01458,384.07,218.06,90.46,692.59
SHP01459,527.25,81.04,120.47,728.76
SHP01460,508.92,80.07,70.94,659.9300000000001
SHP01461,358.48,240.29,78.21,676.98
SHP01462,374.99,118.01,135.69,628.69
SHP01463,269.1,69.91,118.11,457.12
SHP01464,222.55,76.54,92.97,392.06000000000006
SHP01465,109.84,198.79,129.82,438.45
SHP01466,113.52,140.88,148.46,402.86
SHP01467,414.04,126.42,27.6,568.0600000000001
SHP01468,588.7,122.55,63.56,774.81
SHP01469,453.77,150.21,59.77,663.75
SHP01470,461.57,177.45,107.82,746.8399999999999
SHP01471,190.51,32.18,100.26,322.95
SHP01472,181.47,32.01,60.52,274.0
SHP01473,245.77,161.15,67.14,474.06
SHP01474,430.39,161.14,140.21,731.74
SHP01475,204.78,222.23,98.68,525.69
SHP01476,90.12,174.78,93.13,358.03
SHP01477,500.65,212.28,148.05,860.98
SHP01478,160.69,199.34,84.15,444.17999999999995
SHP01479,405.46,34.01,40.38,479.84999999999997
SHP01480,580.6,45.35,130.82,756.77
SHP01481,434.01,61.88,100.52,596.41
SHP01482,520.84,34.54,67.43,622.81
SHP01483,80.33,227.66,40.62,348.61
SHP01484,466.09,235.23,130.94,832.26
SHP01485,94.14,61.68,104.14,259.96
SHP01486,424.3,185.32,105.89,715.51
SHP01487,561.42,241.4,25.17,827.9899999999999
SHP01488,286.37,127.49,82.45,496.31
SHP01489,565.56,162.95,91.65,820.16
SHP01490,289.13,58.8,117.03,464.96000000000004
SHP01491,463.89,115.03,147.02,725.9399999999999
SHP01492,585.75,242.84,20.73,849.32
SHP01493,344.82,74.99,44.73,464.54
SHP01494,455.85,233.24,80.46,769.5500000000001
SHP01495,190.79,106.43,43.41,340.63
SHP01496,466.89,73.6,87.49,627.98
SHP01497,301.85,50.34,146.22,498.4100000000001
SHP01498,327.71,121.43,31.52,480.65999999999997
SHP01499,461.04,143.95,58.22,663.21
SHP01500,340.59,52.47,81.87,474.92999999999995
SHP01501,444.59,59.72,133.51,637.8199999999999
SHP01502,296.05,241.19,98.25,635.49
SHP01503,207.27,94.04,121.98,423.29
SHP01504,598.41,48.36,64.72,711.49
SHP01505,251.51,64.41,130.21,446.13
SHP01506,104.51,218.36,40.62,363.49
SHP01507,360.54,239.96,27.75,628.25
SHP01508,350.46,227.51,98.63,676.6
SHP01509,400.04,53.31,63.89,517.24
SHP01510,381.56,189.2,85.87,656.63
SHP01511,465.46,138.16,59.15,662.77
SHP01512,598.27,89.71,49.82,737.8000000000001
SHP01513,269.3,77.83,31.83,378.96
SHP01514,137.26,89.87,142.08,369.21000000000004
SHP01515,449.9,194.4,29.49,673.79
SHP01516,574.88,159.28,104.99,839.15
SHP01517,411.15,38.62,97.71,547.48
SHP01518,265.87,103.96,47.79,417.62
SHP01519,461.49,64.86,96.58,622.9300000000001
SHP01520,333.6,195.11,149.78,678.49
SHP01521,86.31,245.28,116.96,448.55
SHP01522,215.08,242.59,141.02,598.69
SHP01523,379.11,87.67,93.7,560.48
SHP01524,139.54,57.87,24.81,222.22
SHP01525,258.35,74.34,52.77,385.46000000000004
SHP01526,387.14,231.0,31.35,649.49
SHP01527,323.62,183.01,24.56,531.1899999999999
SHP01528,168.62,197.15,144.12,509.89
SHP01529,116.12,91.59,132.17,339.88
SHP01530,325.61,180.94,72.72,579.27
SHP01531,320.35,150.49,55.16,526.0
SHP01532,541.03,142.73,100.89,784.65
SHP01533,194.65,109.33,54.95,358.93
SHP01534,194.63,107.53,110.63,412.78999999999996
SHP01535,108.65,93.67,80.2,282.52
SHP01536,417.1,236.47,67.05,720.62
SHP01537,507.15,80.78,70.79,658.7199999999999
SHP01538,441.43,47.37,29.86,518.66
SHP01539,269.43,32.63,70.24,372.3
SHP01540,544.44,190.14,75.52,810.1
SHP01541,152.55,139.63,22.32,314.5
SHP01542,112.05,218.6,80.71,411.35999999999996
SHP01543,536.48,240.34,45.38,822.2
SHP01544,109.27,76.1,91.29,276.66
SHP01545,420.15,113.5,52.85,586.5
SHP01546,324.82,140.48,42.41,507.7099999999999
SHP01547,410.06,42.53,70.62,523.21
SHP01548,592.67,80.7,78.74,752.11
SHP01549,389.43,205.69,100.84,695.96
SHP01550,549.0,141.51,45.53,736.04
SHP01551,111.1,37.93,113.71,262.74
SHP01552,184.8,188.04,65.13,437.97
SHP01553,563.59,65.04,120.28,748.91
SHP01554,597.27,231.73,58.34,887.34
SHP01555,252.83,91.84,130.64,475.31
SHP01556,154.12,196.91,133.37,484.4
SHP01557,154.47,133.11,85.79,373.37000000000006
SHP01558,296.37,140.89,29.18,466.44
SHP01559,145.95,200.44,41.82,388.21
SHP01560,156.42,150.53,109.96,416.90999999999997
SHP01561,233.21,74.5,65.02,372.73
SHP01562,408.67,158.61,67.91,635.1899999999999
SHP01563,598.49,97.41,27.25,723.15
SHP01564,350.92,91.26,64.34,506.52
SHP01565,424.13,112.61,36.89,573.63
SHP01566,263.49,132.7,101.13,497.32
SHP01567,129.63,211.52,36.6,377.75
SHP01568,582.09,83.09,95.91,761.09
SHP01569,162.21,202.21,44.52,408.94
SHP01570,130.46,46.6,92.25,269.31
SHP01571,591.31,172.8,102.64,866.7499999999999
SHP01572,464.94,124.22,52.96,642.12
SHP01573,439.35,110.87,35.43,585.65
SHP01574,109.87,165.4,140.31,415.58
SHP01575,550.35,136.34,119.0,805.69
SHP01576,499.8,98.09,42.99,640.88
SHP01577,565.5,221.23,137.27,924.0
SHP01578,353.3,102.44,133.26,589.0
SHP01579,504.95,34.16,119.43,658.54
SHP01580,482.41,74.01,50.53,606.95
SHP01581,589.23,63.39,76.86,729.48
SHP01582,464.13,107.97,41.44,613.54
SHP01583,429.05,192.78,54.81,676.6400000000001
SHP01584,264.06,31.83,112.25,408.14
SHP01585,388.45,240.31,78.52,707.28
SHP01586,582.2,56.99,72.17,711.36
SHP01587,387.05,152.25,77.78,617.0799999999999
SHP01588,83.7,240.11,123.42,447.23
SHP01589,196.02,156.99,71.85,424.86
SHP01590,98.13,218.88,37.44,354.45
SHP01591,87.09,177.93,67.91,332.92999999999995
SHP01592,582.62,249.43,34.44,866.49
SHP01593,505.08,219.43,121.77,846.28
SHP01594,282.94,211.66,147.34,641.94
SHP01595,543.19,125.21,99.67,768.07
SHP01596,200.5,216.67,60.7,477.86999999999995
SHP01597,286.05,162.72,109.79,558.56
SHP01598,597.5,46.01,64.69,708.2
SHP01599,529.33,235.11,111.39,875.83
SHP01600,583.61,169.82,142.38,895.8100000000001
SHP01601,540.6,239.36,128.72,908.6800000000001
SHP01602,398.88,131.53,36.72,567.13
SHP01603,159.83,143.53,131.24,434.6
SHP01604,145.35,130.39,91.79,367.53000000000003
SHP01605,317.68,109.43,144.18,571.29
SHP01606,353.42,166.85,94.16,614.43
SHP01607,130.77,84.77,62.82,278.36
SHP01608,115.56,128.41,148.34,392.31
SHP01609,229.08,65.79,131.96,426.83000000000004
SHP01610,510.56,179.67,124.76,814.99
SHP01611,511.55,115.98,122.19,749.72
SHP01612,485.67,67.73,73.11,626.51
SHP01613,422.2,206.63,32.56,661.3899999999999
SHP01614,174.58,135.87,123.62,434.07000000000005
SHP01615,176.92,213.91,82.24,473.07
SHP01616,283.18,242.1,128.8,654.0799999999999
SHP01617,173.29,197.78,100.15,471.22
SHP01618,136.63,239.97,98.21,474.81
SHP01619,528.41,108.17,90.74,727.3199999999999
SHP01620,421.92,89.66,50.61,562.19
SHP01621,277.58,200.49,38.95,517.02
SHP01622,122.57,68.05,118.67,309.29
SHP01623,434.03,98.01,70.82,602.8599999999999
SHP01624,292.97,165.63,88.88,547.48
SHP01625,172.76,108.44,114.79,395.99
SHP01626,210.28,235.83,83.5,529.61
SHP01627,538.16,43.77,110.21,692.14
SHP01628,157.24,216.62,45.82,419.68
SHP01629,302.74,56.61,31.94,391.29
SHP01630,516.6,226.85,134.82,878.27
SHP01631,301.78,136.37,103.06,541.21
SHP01632,538.52,225.9,58.9,823.3199999999999
SHP01633,140.11,82.51,148.84,371.46000000000004
SHP01634,399.35,86.66,118.23,604.24
SHP01635,156.37,58.07,106.42,320.86
SHP01636,294.56,210.52,94.62,599.7
SHP01637,326.4,102.68,67.64,496.71999999999997
SHP01638,269.71,151.59,129.17,550.4699999999999
SHP01639,289.37,38.0,82.61,409.98
SHP01640,478.81,178.22,143.09,800.12
SHP01641,303.85,49.63,67.91,421.39
SHP01642,142.52,171.3,146.95,460.77000000000004
SHP01643,110.92,124.91,146.12,381.95
SHP01644,276.95,168.11,83.53,528.59
SHP01645,151.88,65.33,55.4,272.60999999999996
SHP01646,362.23,210.08,45.01,617.32
SHP01647,536.98,212.07,94.56,843.6099999999999
SHP01648,417.64,137.6,109.58,664.82
SHP01649,187.53,200.51,134.31,522.3499999999999
SHP01650,553.49,117.59,137.51,808.59
SHP01651,262.42,60.4,65.81,388.63
SHP01652,491.2,226.56,88.72,806.48
SHP01653,578.88,160.56,63.44,802.8800000000001
SHP01654,177.55,136.86,74.41,388.82000000000005
SHP01655,385.6,46.14,131.31,563.05
SHP01656,178.47,47.5,114.57,340.53999999999996
SHP01657,462.04,190.49,123.69,776.22
SHP01658,420.64,188.77,94.38,703.79
SHP01659,209.36,215.1,85.38,509.84000000000003
SHP01660,472.63,216.67,148.8,838.0999999999999
SHP01661,283.56,71.2,149.47,504.23
SHP01662,567.93,219.23,30.81,817.9699999999999
SHP01663,124.69,162.01,38.79,325.49
SHP01664,537.84,31.99,33.65,603.48
SHP01665,319.78,120.55,36.81,477.14
SHP01666,175.5,30.63,74.75,280.88
SHP01667,477.26,218.72,120.27,816.25
SHP01668,366.2,213.72,122.3,702.2199999999999
SHP01669,444.05,135.77,74.89,654.71
SHP01670,499.76,104.26,128.61,732.63
SHP01671,334.73,170.81,129.86,635.4000000000001
SHP01672,335.65,122.14,95.68,553.47
SHP01673,196.33,78.8,125.82,400.95
SHP01674,229.17,166.19,131.78,527.14
SHP01675,136.12,201.65,80.48,418.25
SHP01676,166.11,159.89,132.19,458.19
SHP01677,95.91,67.1,86.97,249.98
SHP01678,342.22,176.93,47.81,566.96
SHP01679,214.39,166.51,20.06,400.96
SHP01680,537.27,75.55,58.17,670.9899999999999
SHP01681,496.33,47.18,78.91,622.42
SHP01682,239.2,224.05,123.21,586.46
SHP01683,151.35,200.18,106.22,457.75
SHP01684,355.99,101.03,133.38,590.4
SHP01685,136.05,127.71,124.1,387.86
SHP01686,369.52,78.99,61.84,510.35
SHP01687,330.45,235.39,132.07,697.9099999999999
SHP01688,558.89,79.35,27.61,665.85
SHP01689,455.07,106.29,53.73,615.09
SHP01690,274.12,83.13,100.34,457.59000000000003
SHP01691,383.54,157.56,83.3,624.4
SHP01692,280.08,128.52,137.9,546.5
SHP01693,129.31,188.02,80.85,398.18000000000006
SHP01694,197.05,49.89,70.67,317.61
SHP01695,171.7,39.86,27.8,239.36
SHP01696,98.75,182.75,132.01,413.51
SHP01697,252.8,166.04,145.66,564.5
SHP01698,114.09,69.97,101.15,285.21000000000004
SHP01699,264.01,190.23,88.06,542.3
SHP01700,453.56,39.65,146.06,639.27
SHP01701,430.34,193.31,149.15,772.8
SHP01702,292.3,113.5,148.28,554.08
SHP01703,506.45,217.15,111.98,835.58
SHP01704,337.29,144.37,52.06,533.72
SHP01705,277.88,125.77,29.11,432.76
SHP01706,328.32,177.72,99.34,605.38
SHP01707,519.87,68.75,74.85,663.47
SHP01708,98.91,94.34,22.24,215.49
SHP01709,421.35,187.12,66.52,674.99
SHP01710,97.5,219.91,83.03,400.43999999999994
SHP01711,258.09,81.09,96.32,435.49999999999994
SHP01712,438.96,82.47,24.14,545.5699999999999
SHP01713,249.84,105.18,115.81,470.83
SHP01714,159.39,166.41,27.75,353.54999999999995
SHP01715,87.95,242.37,104.48,434.8
SHP01716,552.35,128.67,41.45,722.47
SHP01717,137.89,49.08,144.77,331.74
SHP01718,366.26,82.16,90.94,539.3599999999999
SHP01719,439.84,187.7,55.33,682.87
SHP01720,517.44,102.6,73.43,693.47
SHP01721,455.06,227.65,132.29,815.0
SHP01722,190.56,218.34,36.2,445.09999999999997
SHP01723,300.07,57.82,84.27,442.15999999999997
SHP01724,582.63,91.37,71.77,745.77
SHP01725,581.93,105.04,55.25,742.2199999999999
SHP01726,154.25,196.47,72.71,423.43
SHP01727,292.28,160.41,20.1,472.78999999999996
SHP01728,589.13,95.52,121.91,806.56
SHP01729,299.05,208.24,25.17,532.46
SHP01730,263.97,44.69,44.75,353.41
SHP01731,172.52,167.25,37.08,376.84999999999997
SHP01732,371.06,106.26,75.01,552.33
SHP01733,441.36,40.03,29.55,510.94
SHP01734,373.67,115.69,111.92,601.28
SHP01735,177.15,197.63,123.37,498.15
SHP01736,407.07,102.81,48.33,558.21
SHP01737,151.8,181.14,101.37,434.31
SHP01738,94.48,104.38,137.74,336.6
SHP01739,217.55,67.67,121.85,407.07000000000005
SHP01740,465.33,91.97,119.33,676.63
SHP01741,205.43,74.84,110.75,391.02
SHP01742,593.09,192.53,31.15,816.77
SHP01743,423.44,44.63,60.49,528.56
SHP01744,561.24,56.74,40.79,658.77
SHP01745,337.16,200.93,95.61,633.7
SHP01746,494.0,185.72,130.28,810.0
SHP01747,333.35,178.87,128.82,641.04
SHP01748,522.65,233.1,135.34,891.09
SHP01749,188.34,185.27,111.92,485.53000000000003
SHP01750,289.29,241.52,84.34,615.1500000000001
SHP01751,296.27,62.33,86.84,445.43999999999994
SHP01752,356.77,105.37,140.9,603.04
SHP01753,216.83,98.42,131.59,446.84000000000003
SHP01754,530.38,103.0,93.23,726.61
SHP01755,338.8,159.61,44.71,543.12
SHP01756,539.51,199.59,106.46,845.5600000000001
SHP01757,327.77,168.63,82.75,579.15
SHP01758,456.87,144.14,92.25,693.26
SHP01759,394.35,216.17,42.31,652.8299999999999
SHP01760,541.03,239.9,95.15,876.0799999999999
SHP01761,132.69,48.91,108.54,290.14
SHP01762,158.32,161.7,21.53,341.54999999999995
SHP01763,568.29,93.26,140.17,801.7199999999999
SHP01764,146.53,107.94,66.01,320.48
SHP01765,167.54,192.98,80.31,440.83
SHP01766,198.2,77.34,125.56,401.09999999999997
SHP01767,437.95,52.58,144.37,634.9
SHP01768,109.27,218.73,78.42,406.42
SHP01769,547.21,35.14,76.63,658.98
SHP01770,402.88,175.55,84.21,662.6400000000001
SHP01771,461.65,197.47,146.17,805.29
SHP01772,507.73,107.94,30.78,646.45
SHP01773,422.96,127.26,101.27,651.49
SHP01774,112.65,128.06,104.84,345.55
SHP01775,149.73,114.26,52.0,315.99
SHP01776,296.19,104.77,26.45,427.40999999999997
SHP01777,240.86,149.2,136.21,526.27
SHP01778,476.11,180.9,68.32,725.3299999999999
SHP01779,377.12,246.19,81.76,705.0699999999999
SHP01780,511.1,150.99,42.22,704.3100000000001
SHP01781,540.63,79.91,120.98,741.52
SHP01782,467.64,215.6,24.79,708.03
SHP01783,454.26,159.71,133.91,747.88
SHP01784,277.92,43.89,107.02,428.83
SHP01785,152.82,177.13,99.55,429.5
SHP01786,144.05,78.14,88.11,310.3
SHP01787,567.64,97.05,82.95,747.64
SHP01788,417.08,108.04,20.29,545.41
SHP01789,472.73,120.4,68.05,661.18
SHP01790,412.68,169.06,126.65,708.39
SHP01791,437.72,175.51,147.3,760.53
SHP01792,485.45,143.52,32.17,661.14
SHP01793,401.96,191.69,141.8,735.45
SHP01794,342.53,155.22,149.15,646.9
SHP01795,216.06,36.99,45.3,298.35
SHP01796,554.89,186.23,26.72,767.84
SHP01797,547.68,197.53,143.08,888.29
SHP01798,144.5,171.17,132.73,448.4
SHP01799,305.18,50.35,27.14,382.67
SHP01800,380.64,135.68,129.65,645.9699999999999
SHP01801,527.33,188.78,63.99,780.1
SHP01802,150.37,229.89,39.85,420.11
SHP01803,409.03,99.16,134.76,642.9499999999999
SHP01804,597.05,223.34,61.84,882.23
SHP01805,254.43,185.82,77.24,517.49
SHP01806,462.71,55.1,88.05,605.8599999999999
SHP01807,160.61,36.99,128.84,326.44000000000005
SHP01808,347.23,128.06,44.77,520.0600000000001
SHP01809,458.44,164.61,124.36,747.41
SHP01810,582.95,177.01,70.35,830.3100000000001
SHP01811,437.7,38.65,138.02,614.37
SHP01812,296.55,236.0,63.1,595.65
SHP01813,304.44,112.71,66.37,483.52
SHP01814,351.03,41.73,70.76,463.52
SHP01815,219.68,84.38,138.12,442.18
SHP01816,202.35,236.45,91.9,530.6999999999999
SHP01817,331.28,249.11,44.61,625.0
SHP01818,110.27,225.67,89.79,425.73
SHP01819,590.15,154.18,124.62,868.9499999999999
SHP01820,430.4,212.65,133.6,776.65
SHP01821,211.38,248.09,47.57,507.04
SHP01822,335.45,66.11,138.98,540.54
SHP01823,585.07,48.51,47.91,681.49
SHP01824,84.86,76.98,94.83,256.67
SHP01825,292.02,139.87,73.88,505.77
SHP01826,373.03,237.05,100.01,710.0899999999999
SHP01827,398.12,181.77,72.99,652.88
SHP01828,559.42,208.94,24.95,793.31
SHP01829,108.45,109.16,23.25,240.86
SHP01830,578.33,210.8,53.91,843.0400000000001
SHP01831,485.81,89.53,41.56,616.9000000000001
SHP01832,379.44,223.2,48.25,650.89
SHP01833,396.16,40.45,23.95,460.56
SHP01834,506.95,122.1,66.97,696.02
SHP01835,585.73,36.23,90.07,712.03
SHP01836,216.28,38.73,75.47,330.48
SHP01837,150.41,218.92,143.03,512.36
SHP01838,308.72,143.92,78.88,531.52
SHP01839,309.9,206.77,145.85,662.52
SHP01840,324.51,106.43,95.49,526.43
SHP01841,479.71,114.2,123.46,717.37
SHP01842,486.56,146.8,80.61,713.97
SHP01843,93.19,146.89,82.34,322.41999999999996
SHP01844,200.58,236.16,86.44,523.1800000000001
SHP01845,556.95,158.25,143.72,858.9200000000001
SHP01846,218.61,204.12,40.52,463.25
SHP01847,196.8,235.34,83.58,515.72
SHP01848,498.82,148.95,146.62,794.39
SHP01849,199.44,213.03,70.31,482.78000000000003
SHP01850,509.55,236.89,124.9,871.34
SHP01851,449.26,202.91,20.97,673.14
SHP01852,152.71,232.65,71.26,456.62
SHP01853,353.33,231.49,113.83,698.65
SHP01854,558.06,164.3,60.65,783.0099999999999
SHP01855,208.8,180.36,23.97,413.13
SHP01856,581.05,189.5,83.19,853.74
SHP01857,557.31,129.42,58.74,745.4699999999999
SHP01858,142.76,158.82,36.64,338.21999999999997
SHP01859,499.42,216.41,62.95,778.7800000000001
SHP01860,439.37,137.94,140.4,717.7099999999999
SHP01861,495.8,236.75,142.07,874.6199999999999
SHP01862,305.4,214.32,36.91,556.63
SHP01863,430.26,160.79,146.43,737.48
SHP01864,245.73,145.23,133.42,524.38
SHP01865,297.59,100.76,88.89,487.23999999999995
SHP01866,257.93,96.76,85.55,440.24
SHP01867,224.43,230.47,73.18,528.0799999999999
SHP01868,170.22,221.57,99.81,491.59999999999997
SHP01869,590.34,246.99,137.78,975.11
SHP01870,348.95,60.65,58.11,467.71
SHP01871,145.37,41.33,125.42,312.12
SHP01872,580.1,200.0,66.53,846.63
SHP01873,323.22,73.06,145.49,541.77
SHP01874,560.68,71.34,118.06,750.0799999999999
SHP01875,330.43,113.63,117.47,561.53
SHP01876,485.46,69.07,72.21,626.74
SHP01877,447.84,50.69,44.08,542.61
SHP01878,202.45,139.28,37.2,378.93
SHP01879,579.59,145.78,130.65,856.02
SHP01880,211.46,110.2,51.06,372.72
SHP01881,580.59,109.42,37.16,727.17
SHP01882,468.87,217.16,48.39,734.42
SHP01883,572.24,61.49,22.59,656.32
SHP01884,104.58,51.56,45.8,201.94
SHP01885,350.05,214.03,70.24,634.32
SHP01886,285.06,203.28,77.38,565.72
SHP01887,340.23,47.0,33.81,421.04
SHP01888,342.45,91.83,99.43,533.71
SHP01889,535.92,199.16,114.16,849.2399999999999
SHP01890,237.92,223.78,38.33,500.03
SHP01891,174.21,109.04,129.82,413.07
SHP01892,368.76,113.44,120.08,602.28
SHP01893,497.49,213.25,52.57,763.3100000000001
SHP01894,441.47,141.31,68.05,650.8299999999999
SHP01895,330.92,173.28,103.91,608.11
SHP01896,359.51,160.91,80.24,600.66
SHP01897,475.56,143.82,144.84,764.22
SHP01898,536.04,89.81,50.7,676.55
SHP01899,246.51,184.38,64.01,494.9
SHP01900,321.78,191.32,128.14,641.2399999999999
SHP01901,174.84,118.6,91.76,385.2
SHP01902,516.41,72.81,133.56,722.78
SHP01903,528.6,133.54,50.13,712.27
SHP01904,496.08,130.13,63.69,689.9000000000001
SHP01905,192.35,175.92,24.13,392.4
SHP01906,584.93,205.89,106.87,897.6899999999999
SHP01907,487.84,211.02,53.39,752.25
SHP01908,412.35,231.25,101.42,745.02
SHP01909,434.57,216.07,124.28,774.92
SHP01910,139.28,204.4,42.42,386.1
SHP01911,218.46,53.17,147.4,419.03
SHP01912,222.14,205.95,119.6,547.6899999999999
SHP01913,587.78,197.2,105.36,890.34
SHP01914,243.98,109.94,114.36,468.28
SHP01915,259.12,204.63,58.56,522.31
SHP01916,170.84,90.88,144.61,406.33000000000004
SHP01917,511.75,37.45,140.7,689.9000000000001
SHP01918,128.89,168.65,97.89,395.42999999999995
SHP01919,304.57,226.59,81.49,612.65
SHP01920,289.19,150.65,121.3,561.14
SHP01921,551.11,76.88,97.15,725.14
SHP01922,429.0,113.27,115.03,657.3
SHP01923,118.26,66.5,88.05,272.81
SHP01924,291.91,104.05,88.84,484.80000000000007
SHP01925,523.44,99.14,124.42,747.0
SHP01926,158.94,122.19,139.62,420.75
SHP01927,450.96,170.76,50.74,672.46
SHP01928,380.29,243.46,93.48,717.23
SHP01929,533.39,75.74,33.66,642.79
SHP01930,227.9,138.33,81.85,448.08000000000004
SHP01931,181.3,114.46,24.16,319.92
SHP01932,206.75,183.94,81.4,472.09000000000003
SHP01933,452.44,174.18,38.73,665.35
SHP01934,183.81,185.21,139.14,508.15999999999997
SHP01935,195.37,210.98,97.76,504.11
SHP01936,508.76,227.95,62.72,799.4300000000001
SHP01937,137.39,202.66,84.41,424.4599999999999
